feature,feature_category,categorical_family,dtype_train,dtype_test,missing_pct_train,missing_pct_test,n_unique_train,n_unique_test,zero_pct_train,one_pct_train,zero_pct_test,one_pct_test,one_pct_gap,top_value_train,top_value_pct_train,top_value_test,top_value_pct_test,constant_train,constant_test,sample_values
FLAG_DOCUMENT_6,binary_flag,binary_flag,int8,int8,0.0,0.0,2,2,91.19446133634244,8.80553866365756,91.25225668800263,8.747743311997375,0.057795351660184124,0.0,91.19446133634244,0.0,91.25225668800263,False,False,0 | 1
FLAG_DOCUMENT_7,binary_flag,binary_flag,int8,int8,0.0,0.0,2,2,99.98081369446946,0.019186305530533868,99.99589693090431,0.004103069095683571,0.015083236434850296,0.0,99.98081369446946,0.0,99.99589693090431,False,False,0 | 1
FLAG_DOCUMENT_8,binary_flag,binary_flag,int8,int8,0.0,0.0,2,2,91.86240492210035,8.137595077899652,91.15378302970623,8.84621697029378,0.7086218923941274,0.0,91.86240492210035,0.0,91.15378302970623,False,False,0 | 1
FLAG_DOCUMENT_9,binary_flag,binary_flag,int8,int8,0.0,0.0,2,2,99.61042044024441,0.389579559755586,99.55071393402265,0.44928606597735105,0.05970650622176504,0.0,99.61042044024441,0.0,99.55071393402265,False,False,0 | 1
FLAG_EMAIL,binary_flag,binary_flag,int8,int8,0.0,0.0,2,2,94.32800777858354,5.6719922214164695,83.73543410471032,16.264565895289675,10.592573673873204,0.0,94.32800777858354,0.0,83.73543410471032,False,False,0 | 1
FLAG_EMP_PHONE,binary_flag,binary_flag,int8,int8,0.0,0.0,2,2,18.011063018883878,81.98893698111613,19.02798293123256,80.97201706876744,1.0169199123486834,1.0,81.98893698111613,1.0,80.97201706876744,False,False,1 | 0
FLAG_MOBIL,binary_flag,binary_flag,int8,int8,0.0,0.0,2,2,0.00032519161916159093,99.99967480838083,0.0020515345478417856,99.99794846545215,0.001726342928677127,1.0,99.99967480838083,1.0,99.99794846545215,False,False,1 | 0
FLAG_PHONE,binary_flag,binary_flag,int8,int8,0.0,0.0,2,2,71.89336316424453,28.106636835755467,73.68701788938125,26.312982110618744,1.7936547251367223,0.0,71.89336316424453,0.0,73.68701788938125,False,False,1 | 0
FLAG_WORK_PHONE,binary_flag,binary_flag,int8,int8,0.0,0.0,2,2,80.06315221244118,19.93684778755882,79.52978828163467,20.470211718365334,0.5333639308065159,0.0,80.06315221244118,0.0,79.52978828163467,False,False,0 | 1
LIVE_CITY_NOT_WORK_CITY,binary_flag,binary_flag,int8,int8,0.0,0.0,2,2,82.04454474799276,17.955455252007248,82.57836861972756,17.421631380272444,0.5338238717348034,0.0,82.04454474799276,0.0,82.57836861972756,False,False,0 | 1
LIVE_REGION_NOT_WORK_REGION,binary_flag,binary_flag,int8,int8,0.0,0.0,2,2,95.93412918562262,4.065870814377372,95.79640571147218,4.203594288527819,0.13772347415044717,0.0,95.93412918562262,0.0,95.79640571147218,False,False,0 | 1
REG_CITY_NOT_LIVE_CITY,binary_flag,binary_flag,int8,int8,0.0,0.0,2,2,92.18271866697452,7.817281333025486,92.25340554734942,7.746594452650582,0.0706868803749039,0.0,92.18271866697452,0.0,92.25340554734942,False,False,0 | 1
REG_CITY_NOT_WORK_CITY,binary_flag,binary_flag,int8,int8,0.0,0.0,2,2,76.95464552487553,23.045354475124466,77.5336451665846,22.466354833415394,0.5789996417090713,0.0,76.95464552487553,0.0,77.5336451665846,False,False,0 | 1
REG_REGION_NOT_LIVE_REGION,binary_flag,binary_flag,int8,int8,0.0,0.0,2,2,98.48558262956448,1.514417370435529,98.11669128508123,1.883308714918759,0.36889134448323,0.0,98.48558262956448,0.0,98.11669128508123,False,False,0 | 1
REG_REGION_NOT_WORK_REGION,binary_flag,binary_flag,int8,int8,0.0,0.0,2,2,94.92310844164923,5.076891558350758,94.48342360085343,5.516576399146562,0.4396848407958034,0.0,94.92310844164923,0.0,94.48342360085343,False,False,0 | 1
bureau_bad_debt_count,binary_flag,binary_flag,float32,float32,14.314935075493235,13.179057935335631,2,2,99.9924096079183,0.00759039208170298,99.9976370510397,0.0023629489603024575,0.0052274431214005225,0.0,99.9924096079183,0.0,99.9976370510397,False,False,0.0 | 1.0
bureau_latest_credit_active_flag,binary_flag,binary_flag,float32,float32,14.314935075493235,13.179057935335631,2,2,29.27955793556516,70.72044206443483,31.129489603024574,68.87051039697542,1.8499316674594155,1.0,70.72044206443483,1.0,68.87051039697542,False,False,1.0 | 0.0
bureau_latest_credit_closed_flag,binary_flag,binary_flag,float32,float32,14.314935075493235,13.179057935335631,2,2,70.97244308154738,29.027556918452625,69.00756143667297,30.992438563327028,1.9648816448744029,0.0,70.97244308154738,0.0,69.00756143667297,False,False,0.0 | 1.0
bureau_latest_type_business_loan_flag,binary_flag,binary_flag,float32,float32,14.314935075493235,13.179057935335631,2,2,99.94952389265667,0.05047610734332481,99.93383742911152,0.06616257088846882,0.015686463545144004,0.0,99.94952389265667,0.0,99.93383742911152,False,False,0.0 | 1.0
bureau_latest_type_car_loan_flag,binary_flag,binary_flag,float32,float32,14.314935075493235,13.179057935335631,2,2,98.1373177831501,1.8626822168499115,98.20415879017014,1.7958412098298677,0.06684100702004381,0.0,98.1373177831501,0.0,98.20415879017014,False,False,0.0 | 1.0
bureau_latest_type_consumer_credit_flag,binary_flag,binary_flag,float32,float32,14.314935075493235,13.179057935335631,2,2,32.311540052601416,67.68845994739858,32.544896030245745,67.45510396975425,0.23335597764433658,1.0,67.68845994739858,1.0,67.45510396975425,False,False,0.0 | 1.0
bureau_latest_type_credit_card_flag,binary_flag,binary_flag,float32,float32,14.314935075493235,13.179057935335631,2,2,72.32543047011093,27.674569529889066,73.21833648393195,26.781663516068054,0.8929060138210119,0.0,72.32543047011093,0.0,73.21833648393195,False,False,1.0 | 0.0
bureau_latest_type_microloan_flag,binary_flag,binary_flag,float32,float32,14.314935075493235,13.179057935335631,2,2,99.09522526386101,0.9047747361389953,98.1734404536862,1.8265595463137996,0.9217848101748043,0.0,99.09522526386101,0.0,98.1734404536862,False,False,0.0 | 1.0
bureau_latest_type_mortgage_flag,binary_flag,binary_flag,float32,float32,14.314935075493235,13.179057935335631,2,2,98.30354736973939,1.696452630260616,98.18052930056712,1.8194706994328922,0.1230180691722762,0.0,98.30354736973939,0.0,98.18052930056712,False,False,0.0 | 1.0
bureau_latest_type_working_capital_loan_flag,binary_flag,binary_flag,float32,float32,14.314935075493235,13.179057935335631,2,2,99.9411744613668,0.058825538633198095,99.90075614366731,0.09924385633270322,0.04041831769950512,0.0,99.9411744613668,0.0,99.90075614366731,False,False,0.0 | 1.0
cc_contract_with_dpd_30plus_count,binary_flag,binary_flag,float32,float32,71.73922233676193,65.83579517479075,2,2,96.79304988205512,3.2069501179448823,97.7481534858584,2.251846514141596,0.9551036038032863,0.0,96.79304988205512,0.0,97.7481534858584,False,False,0.0 | 1.0
cc_contract_with_dpd_60plus_count,binary_flag,binary_flag,float32,float32,71.73922233676193,65.83579517479075,2,2,97.80795121109257,2.1920487889074276,98.27658680117696,1.7234131988230348,0.4686355900843928,0.0,97.80795121109257,0.0,98.27658680117696,False,False,0.0 | 1.0
cc_contract_with_dpd_90plus_count,binary_flag,binary_flag,float32,float32,71.73922233676193,65.83579517479075,2,2,98.20838847016857,1.7916115298314252,98.50477391460998,1.4952260853900199,0.29638544444140535,0.0,98.20838847016857,0.0,98.50477391460998,False,False,0.0 | 1.0
cc_contract_with_dpd_def_30plus_count,binary_flag,binary_flag,float32,float32,71.73922233676193,65.83579517479075,2,2,99.56849433289224,0.4315056671077614,99.8919113673212,0.10808863267879662,0.32341703442896474,0.0,99.56849433289224,0.0,99.8919113673212,False,False,0.0 | 1.0
cc_contract_with_dpd_def_60plus_count,binary_flag,binary_flag,float32,float32,71.73922233676193,65.83579517479075,2,2,99.88838386744146,0.11161613255854094,99.89791629135891,0.1020837086410857,0.009532423917455249,0.0,99.88838386744146,0.0,99.89791629135891,False,False,0.0 | 1.0
cc_contract_with_dpd_def_90plus_count,binary_flag,binary_flag,float32,float32,71.73922233676193,65.83579517479075,2,2,99.97353431908405,0.026465680915942695,99.90392121539664,0.09607878460337477,0.06961310368743207,0.0,99.97353431908405,0.0,99.90392121539664,False,False,0.0 | 1.0
cc_latest_dpd_30plus_flag,binary_flag,binary_flag,float32,float32,71.73922233676193,65.83579517479075,2,2,99.17265980093205,0.8273401990679478,99.41752236834203,0.5824776316579595,0.24486256740998824,0.0,99.17265980093205,0.0,99.41752236834203,False,False,0.0 | 1.0
cc_latest_dpd_60plus_flag,binary_flag,binary_flag,float32,float32,71.73922233676193,65.83579517479075,2,2,99.20718025430068,0.7928197456993269,99.42953221641746,0.5704677835825377,0.2223519621167892,0.0,99.20718025430068,0.0,99.42953221641746,False,False,0.0 | 1.0
cc_latest_dpd_90plus_flag,binary_flag,binary_flag,float32,float32,71.73922233676193,65.83579517479075,2,2,99.22328979920603,0.7767102007939705,99.43553714045518,0.5644628595448268,0.21224734124914368,0.0,99.22328979920603,0.0,99.43553714045518,False,False,0.0 | 1.0
cc_latest_has_atm_drawing_flag,binary_flag,binary_flag,float32,float32,71.73922233676193,65.83579517479075,2,2,89.6093435360451,10.390656463954894,92.87816009127484,7.121839908725154,3.2688165552297397,0.0,89.6093435360451,0.0,92.87816009127484,False,False,0.0 | 1.0
cc_latest_has_dpd,binary_flag,binary_flag,float32,float32,71.73922233676193,65.83579517479075,2,2,98.66290777285542,1.337092227144583,98.97315798955142,1.0268420104485678,0.31025021669601527,0.0,98.66290777285542,0.0,98.97315798955142,False,False,0.0 | 1.0
cc_latest_has_dpd_def,binary_flag,binary_flag,float32,float32,71.73922233676193,65.83579517479075,2,2,99.67665842011392,0.32334157988608253,99.75980303849157,0.24019696150843692,0.08314461837764561,0.0,99.67665842011392,0.0,99.75980303849157,False,False,0.0 | 1.0
cc_latest_has_dpd_def_max,binary_flag,binary_flag,float32,float32,71.73922233676193,65.83579517479075,2,2,99.67665842011392,0.32334157988608253,99.75980303849157,0.24019696150843692,0.08314461837764561,0.0,99.67665842011392,0.0,99.75980303849157,False,False,0.0 | 1.0
cc_latest_has_dpd_def_min,binary_flag,binary_flag,float32,float32,71.73922233676193,65.83579517479075,2,2,99.68011046545078,0.3198895345492204,99.75980303849157,0.24019696150843692,0.0796925730407835,0.0,99.68011046545078,0.0,99.75980303849157,False,False,0.0 | 1.0
cc_latest_has_dpd_def_sum,binary_flag,binary_flag,float32,float32,71.73922233676193,65.83579517479075,2,2,99.67665842011392,0.32334157988608253,99.75980303849157,0.24019696150843692,0.08314461837764561,0.0,99.67665842011392,0.0,99.75980303849157,False,False,0.0 | 1.0
cc_latest_has_dpd_max,binary_flag,binary_flag,float32,float32,71.73922233676193,65.83579517479075,2,2,98.66290777285542,1.337092227144583,98.97315798955142,1.0268420104485678,0.31025021669601527,0.0,98.66290777285542,0.0,98.97315798955142,False,False,0.0 | 1.0
cc_latest_has_dpd_min,binary_flag,binary_flag,float32,float32,71.73922233676193,65.83579517479075,2,2,98.66866118175018,1.331338818249813,98.97315798955142,1.0268420104485678,0.3044968078012451,0.0,98.66866118175018,0.0,98.97315798955142,False,False,0.0 | 1.0
cc_latest_has_dpd_sum,binary_flag,binary_flag,float32,float32,71.73922233676193,65.83579517479075,2,2,98.66290777285542,1.337092227144583,98.97315798955142,1.0268420104485678,0.31025021669601527,0.0,98.66290777285542,0.0,98.97315798955142,False,False,0.0 | 1.0
cc_latest_has_drawing_flag,binary_flag,binary_flag,float32,float32,71.73922233676193,65.83579517479075,2,2,78.70318163511881,21.296818364881194,80.33987870053444,19.660121299465562,1.6366970654156319,0.0,78.70318163511881,0.0,80.33987870053444,False,False,0.0 | 1.0
cc_latest_has_pos_drawing_flag,binary_flag,binary_flag,float32,float32,71.73922233676193,65.83579517479075,2,2,85.49105344916863,14.508946550831366,84.79553233651595,15.204467663484056,0.6955211126526901,0.0,85.49105344916863,0.0,84.79553233651595,False,False,0.0 | 1.0
cc_latest_high_utilization_100plus_flag,binary_flag,binary_flag,float32,float32,71.73922233676193,65.83579517479075,2,2,90.21805419711178,9.781945802888211,92.00144118176905,7.99855881823095,1.7833869846572616,0.0,90.21805419711178,0.0,92.00144118176905,False,False,0.0 | 1.0
cc_latest_high_utilization_80plus_flag,binary_flag,binary_flag,float32,float32,71.73922233676193,65.83579517479075,2,2,77.38334963465854,22.616650365341464,78.56842610940971,21.431573890590283,1.185076474751181,0.0,77.38334963465854,0.0,78.56842610940971,False,False,0.0 | 1.0
cc_latest_high_utilization_80plus_flag_max,binary_flag,binary_flag,float32,float32,71.73922233676193,65.83579517479075,2,2,77.38334963465854,22.616650365341464,78.56842610940971,21.431573890590283,1.185076474751181,0.0,77.38334963465854,0.0,78.56842610940971,False,False,0.0 | 1.0
cc_latest_high_utilization_80plus_flag_min,binary_flag,binary_flag,float32,float32,71.73922233676193,65.83579517479075,2,2,77.54099303837523,22.459006961624763,78.91671170359696,21.08328829640305,1.3757186652217115,0.0,77.54099303837523,0.0,78.91671170359696,False,False,0.0 | 1.0
cc_latest_invalid_credit_limit_flag,binary_flag,binary_flag,float32,float32,71.73922233676193,65.83579517479075,2,2,75.65042287555377,24.349577124446235,78.92872155167238,21.07127844832763,3.278298676118606,0.0,75.65042287555377,0.0,78.92872155167238,False,False,0.0 | 1.0
cc_latest_no_payment_with_balance_flag,binary_flag,binary_flag,float32,float32,71.73922233676193,65.83579517479075,2,2,96.7757896553708,3.224210344629193,97.36383834744491,2.6361616525550953,0.5880486920740977,0.0,96.7757896553708,0.0,97.36383834744491,False,False,0.0 | 1.0
cc_latest_no_payment_with_balance_flag_max,binary_flag,binary_flag,float32,float32,71.73922233676193,65.83579517479075,2,2,96.7757896553708,3.224210344629193,97.36383834744491,2.6361616525550953,0.5880486920740977,0.0,96.7757896553708,0.0,97.36383834744491,False,False,0.0 | 1.0
cc_latest_no_payment_with_balance_flag_min,binary_flag,binary_flag,float32,float32,71.73922233676193,65.83579517479075,2,2,96.80225533628675,3.19774466371325,97.37584819552033,2.6241518044796734,0.5735928592335764,0.0,96.80225533628675,0.0,97.37584819552033,False,False,0.0 | 1.0
cc_latest_over_limit_flag,binary_flag,binary_flag,float32,float32,71.73922233676193,65.83579517479075,2,2,90.22380760600656,9.77619239399344,92.01345102984448,7.986548970155527,1.789643423837914,0.0,90.22380760600656,0.0,92.01345102984448,False,False,0.0 | 1.0
cc_latest_payment_less_than_min_flag,binary_flag,binary_flag,float32,float32,71.73922233676193,65.83579517479075,2,2,96.47776307462172,3.522236925378287,96.87143457635261,3.1285654236473905,0.39367150173089627,0.0,96.47776307462172,0.0,96.87143457635261,False,False,0.0 | 1.0
cc_latest_payment_less_than_min_flag_max,binary_flag,binary_flag,float32,float32,71.73922233676193,65.83579517479075,2,2,96.4731603475059,3.526839652494103,96.86542965231489,3.134570347685102,0.3922693048090009,0.0,96.4731603475059,0.0,96.86542965231489,False,False,0.0 | 1.0
cc_latest_payment_less_than_min_flag_min,binary_flag,binary_flag,float32,float32,71.73922233676193,65.83579517479075,2,2,96.50768080087452,3.492319199125482,96.9194739686543,3.0805260313457037,0.41179316777977837,0.0,96.50768080087452,0.0,96.9194739686543,False,False,0.0 | 1.0
cc_latest_status_active_flag,binary_flag,binary_flag,float32,float32,71.73922233676193,65.83579517479075,2,2,11.884241413037225,88.11575858696278,14.70605896835405,85.29394103164594,2.8218175553168408,1.0,88.11575858696278,1.0,85.29394103164594,False,False,1.0 | 0.0
cc_latest_status_active_flag_max,binary_flag,binary_flag,float32,float32,71.73922233676193,65.83579517479075,2,2,11.74846096312065,88.25153903687935,14.537921095298145,85.46207890470185,2.7894601321774957,1.0,88.25153903687935,1.0,85.46207890470185,False,False,1.0 | 0.0
cc_latest_status_active_flag_min,binary_flag,binary_flag,float32,float32,71.73922233676193,65.83579517479075,2,2,12.260514354755191,87.73948564524481,15.498708941331893,84.5012910586681,3.2381945865767108,1.0,87.73948564524481,1.0,84.5012910586681,False,False,1.0 | 0.0
cc_latest_status_approved_flag,binary_flag,binary_flag,float32,float32,71.73922233676193,65.83579517479075,1,1,100.0,0.0,100.0,0.0,0.0,0.0,100.0,0.0,100.0,False,False,0.0
cc_latest_status_canceled_flag,binary_flag,binary_flag,float32,float32,71.73922233676193,65.83579517479075,1,1,100.0,0.0,100.0,0.0,0.0,0.0,100.0,0.0,100.0,False,False,0.0
cc_latest_status_completed_flag,binary_flag,binary_flag,float32,float32,71.73922233676193,65.83579517479075,2,2,88.17099131235257,11.82900868764743,85.34798534798534,14.652014652014653,2.8230059643672227,0.0,88.17099131235257,0.0,85.34798534798534,False,False,0.0 | 1.0
cc_latest_status_completed_flag_max,binary_flag,binary_flag,float32,float32,71.73922233676193,65.83579517479075,2,2,87.79356768885565,12.206432311144352,84.54933045096979,15.450669549030206,3.2442372378858533,0.0,87.79356768885565,0.0,84.54933045096979,False,False,0.0 | 1.0
cc_latest_status_completed_flag_min,binary_flag,binary_flag,float32,float32,71.73922233676193,65.83579517479075,2,2,88.3079224440481,11.692077555951903,85.52212814507897,14.477871854921034,2.7857942989691313,0.0,88.3079224440481,0.0,85.52212814507897,False,False,0.0 | 1.0
cc_latest_status_demand_flag,binary_flag,binary_flag,float32,float32,71.73922233676193,65.83579517479075,2,2,99.98273977331569,0.017260226684310456,99.95796553173602,0.04203446826397646,0.024774241579666,0.0,99.98273977331569,0.0,99.95796553173602,False,False,0.0 | 1.0
cc_latest_status_refused_flag,binary_flag,binary_flag,float32,float32,71.73922233676193,65.83579517479075,1,1,100.0,0.0,100.0,0.0,0.0,0.0,100.0,0.0,100.0,False,False,0.0
cc_latest_status_signed_flag,binary_flag,binary_flag,float32,float32,71.73922233676193,65.83579517479075,2,2,99.96202750129451,0.037972498705483,99.98799015192458,0.012009848075421846,0.025962650630061153,0.0,99.96202750129451,0.0,99.98799015192458,False,False,0.0 | 1.0
cc_limit_change_flag_max,binary_flag,binary_flag,float32,float32,71.73922233676193,65.83579517479075,2,2,43.2967032967033,56.7032967032967,40.16693688824836,59.83306311175164,3.129766408454941,1.0,56.7032967032967,1.0,59.83306311175164,False,False,0.0 | 1.0
cc_limit_change_flag_min,binary_flag,binary_flag,float32,float32,71.73922233676193,65.83579517479075,2,2,43.64420919394741,56.35579080605259,40.83948838047199,59.16051161952801,2.80472081347542,1.0,56.35579080605259,1.0,59.16051161952801,False,False,0.0 | 1.0
cc_missing_credit_limit_count_max,binary_flag,binary_flag,float32,float32,71.73922233676193,65.83579517479075,1,1,100.0,0.0,100.0,0.0,0.0,0.0,100.0,0.0,100.0,False,False,0.0
cc_missing_credit_limit_count_mean,binary_flag,binary_flag,float32,float32,71.73922233676193,65.83579517479075,1,1,100.0,0.0,100.0,0.0,0.0,0.0,100.0,0.0,100.0,False,False,0.0
cc_missing_credit_limit_count_sum,binary_flag,binary_flag,float32,float32,71.73922233676193,65.83579517479075,1,1,100.0,0.0,100.0,0.0,0.0,0.0,100.0,0.0,100.0,False,False,0.0
cc_status_approved_count_max,binary_flag,binary_flag,float32,float32,71.73922233676193,65.83579517479075,2,1,99.99424659110522,0.005753408894770152,100.0,0.0,0.005753408894770152,0.0,99.99424659110522,0.0,100.0,False,False,0.0 | 1.0
cc_status_approved_count_mean,binary_flag,binary_flag,float32,float32,71.73922233676193,65.83579517479075,2,1,99.99424659110522,0.005753408894770152,100.0,0.0,0.005753408894770152,0.0,99.99424659110522,0.0,100.0,False,False,0.0 | 1.0
cc_status_approved_count_sum,binary_flag,binary_flag,float32,float32,71.73922233676193,65.83579517479075,2,1,99.99424659110522,0.005753408894770152,100.0,0.0,0.005753408894770152,0.0,99.99424659110522,0.0,100.0,False,False,0.0 | 1.0
cc_status_canceled_count_max,binary_flag,binary_flag,float32,float32,71.73922233676193,65.83579517479075,1,1,100.0,0.0,100.0,0.0,0.0,0.0,100.0,0.0,100.0,False,False,0.0
cc_status_canceled_count_mean,binary_flag,binary_flag,float32,float32,71.73922233676193,65.83579517479075,1,1,100.0,0.0,100.0,0.0,0.0,0.0,100.0,0.0,100.0,False,False,0.0
cc_status_canceled_count_sum,binary_flag,binary_flag,float32,float32,71.73922233676193,65.83579517479075,1,1,100.0,0.0,100.0,0.0,0.0,0.0,100.0,0.0,100.0,False,False,0.0
cc_status_canceled_ratio_max,binary_flag,binary_flag,float32,float32,71.73922233676193,65.83579517479075,1,1,100.0,0.0,100.0,0.0,0.0,0.0,100.0,0.0,100.0,False,False,0.0
cc_status_canceled_ratio_mean,binary_flag,binary_flag,float32,float32,71.73922233676193,65.83579517479075,1,1,100.0,0.0,100.0,0.0,0.0,0.0,100.0,0.0,100.0,False,False,0.0
cc_status_canceled_ratio_min,binary_flag,binary_flag,float32,float32,71.73922233676193,65.83579517479075,1,1,100.0,0.0,100.0,0.0,0.0,0.0,100.0,0.0,100.0,False,False,0.0
cc_status_refused_count_max,binary_flag,binary_flag,float32,float32,71.73922233676193,65.83579517479075,2,2,99.98389045509465,0.01610954490535642,99.98198522788687,0.01801477211313277,0.0019052272077763471,0.0,99.98389045509465,0.0,99.98198522788687,False,False,0.0 | 1.0
cc_status_refused_count_mean,binary_flag,binary_flag,float32,float32,71.73922233676193,65.83579517479075,2,2,99.98389045509465,0.01610954490535642,99.98198522788687,0.01801477211313277,0.0019052272077763471,0.0,99.98389045509465,0.0,99.98198522788687,False,False,0.0 | 1.0
cc_status_refused_count_sum,binary_flag,binary_flag,float32,float32,71.73922233676193,65.83579517479075,2,2,99.98389045509465,0.01610954490535642,99.98198522788687,0.01801477211313277,0.0019052272077763471,0.0,99.98389045509465,0.0,99.98198522788687,False,False,0.0 | 1.0
cc_status_sent_proposal_count_max,binary_flag,binary_flag,float32,float32,71.73922233676193,65.83579517479075,2,2,99.47068638168115,0.5293136183188539,99.68173902600132,0.3182609739986789,0.211052644320175,0.0,99.47068638168115,0.0,99.68173902600132,False,False,0.0 | 1.0
cc_status_sent_proposal_count_sum,binary_flag,binary_flag,float32,float32,71.73922233676193,65.83579517479075,2,2,99.47068638168115,0.5293136183188539,99.68173902600132,0.3182609739986789,0.211052644320175,0.0,99.47068638168115,0.0,99.68173902600132,False,False,0.0 | 1.0
has_bureau_history,binary_flag,binary_flag,int8,int8,0.0,0.0,2,2,14.314935075493235,85.68506492450678,13.179057935335631,86.82094206466437,1.1358771401575893,1.0,85.68506492450678,1.0,86.82094206466437,False,False,1 | 0
has_credit_card_history,binary_flag,binary_flag,int8,int8,0.0,0.0,2,2,71.73922233676193,28.260777663238063,65.83579517479075,34.164204825209254,5.903427161971191,0.0,71.73922233676193,0.0,65.83579517479075,False,False,0 | 1
has_installment_history,binary_flag,binary_flag,int8,int8,0.0,0.0,2,2,5.160140612856125,94.83985938714387,1.6412276382734285,98.35877236172658,3.5189129745827046,1.0,94.83985938714387,1.0,98.35877236172658,False,False,1 | 0
has_pos_cash_history,binary_flag,binary_flag,int8,int8,0.0,0.0,2,2,5.8752369833924645,94.12476301660753,1.9202363367799113,98.07976366322009,3.955000646612561,1.0,94.12476301660753,1.0,98.07976366322009,False,False,1 | 0
has_previous_application_history,binary_flag,binary_flag,int8,int8,0.0,0.0,2,2,5.350702901684818,94.64929709831517,1.9366486131626455,98.06335138683735,3.4140542885221805,1.0,94.64929709831517,1.0,98.06335138683735,False,False,1 | 0
inst_contract_with_due_day_shift_count,binary_flag,binary_flag,float32,float32,5.160140612856125,1.6412276382734285,2,2,99.93690916634378,0.06309083365621668,99.75179375938595,0.24820624061404972,0.18511540695783305,0.0,99.93690916634378,0.0,99.75179375938595,False,False,0.0 | 1.0
