feature,feature_category,numeric_family,source_group,priority_level,priority_score,keep_decision,primary_numeric_route,suggested_routes,feature_engineering_decision,missing_pct_train,missing_gap_pct,zero_pct,negative_pct,positive_pct,abs_skew,iqr_outlier_pct,n_unique_train,temporal_review_reasons,modeling_note
cc_latest_dpd_mean,overdue_delay_numeric,overdue_delay,credit_card,critical,17,keep_but_review_before_final_FE,delay_severity_flag_review,missing=missing_flag_review; zero=zero_flag_review; zero_vs_delay_split_review; transform=log1p_review; binning=delay_severity_bin_review; special=credit_risk_delay_review,Preserve credit-risk signal; review late/early/severe delay flags and delay severity bins.,71.73922233676193,5.90342716197118,98.66290777285542,0.0,1.337092227144583,13.38736820220947,0.0,279,high_missing; almost_all_zero; extreme_skew; has_late_delay_signal; severe_delay_signal; extreme_delay_signal; rare_severe_delay_signal; missing_indicator_candidate; rare_event_candidate; transform_review_candidate; had_delay_flag_candidate; severe_delay_flag_candidate; extreme_delay_flag_candidate,No final drop decision from numeric EDA alone; validate with target analysis and CV model performance.
cc_latest_dpd_min,overdue_delay_numeric,overdue_delay,credit_card,critical,17,keep_but_review_before_final_FE,delay_severity_flag_review,missing=missing_flag_review; zero=zero_flag_review; zero_vs_delay_split_review; transform=log1p_review; binning=delay_severity_bin_review; special=credit_risk_delay_review,Preserve credit-risk signal; review late/early/severe delay flags and delay severity bins.,71.73922233676193,5.90342716197118,98.66866118175018,0.0,1.331338818249813,13.39936923980713,0.0,275,high_missing; almost_all_zero; extreme_skew; has_late_delay_signal; severe_delay_signal; extreme_delay_signal; rare_severe_delay_signal; missing_indicator_candidate; rare_event_candidate; transform_review_candidate; had_delay_flag_candidate; severe_delay_flag_candidate; extreme_delay_flag_candidate,No final drop decision from numeric EDA alone; validate with target analysis and CV model performance.
cc_latest_dpd_sum,overdue_delay_numeric,overdue_delay,credit_card,critical,17,keep_but_review_before_final_FE,delay_severity_flag_review,missing=missing_flag_review; zero=zero_flag_review; zero_vs_delay_split_review; transform=log1p_review; binning=delay_severity_bin_review; special=credit_risk_delay_review,Preserve credit-risk signal; review late/early/severe delay flags and delay severity bins.,71.73922233676193,5.90342716197118,98.66290777285542,0.0,1.337092227144583,13.39743900299072,0.0,276,high_missing; almost_all_zero; extreme_skew; has_late_delay_signal; severe_delay_signal; extreme_delay_signal; rare_severe_delay_signal; missing_indicator_candidate; rare_event_candidate; transform_review_candidate; had_delay_flag_candidate; severe_delay_flag_candidate; extreme_delay_flag_candidate,No final drop decision from numeric EDA alone; validate with target analysis and CV model performance.
bureau_overdue_overdue_days_max,overdue_delay_numeric,overdue_delay,bureau,critical,16,keep_but_review_before_final_FE,delay_severity_flag_review,missing=missing_flag_review; zero=zero_vs_delay_split_review; transform=log1p_review; scaling=robust_scaling_review; binning=delay_severity_bin_review; special=credit_risk_delay_review,Preserve credit-risk signal; review late/early/severe delay flags and delay severity bins.,98.91581114171527,0.126122224442625,5.90881823635273,0.0,94.09118176364727,2.784802675247192,17.81643671265747,665,extreme_missing; high_skew; high_outlier_burden; has_late_delay_signal; severe_delay_signal; extreme_delay_signal; rare_severe_delay_signal; high_missing; missing_indicator_candidate; transform_review_candidate; tail_review_candidate; had_delay_flag_candidate; severe_delay_flag_candidate; extreme_delay_flag_candidate,No final drop decision from numeric EDA alone; validate with target analysis and CV model performance.
bureau_overdue_overdue_days_mean,overdue_delay_numeric,overdue_delay,bureau,critical,16,keep_but_review_before_final_FE,delay_severity_flag_review,missing=missing_flag_review; zero=zero_vs_delay_split_review; transform=log1p_review; scaling=robust_scaling_review; binning=delay_severity_bin_review; special=credit_risk_delay_review,Preserve credit-risk signal; review late/early/severe delay flags and delay severity bins.,98.91581114171527,0.126122224442625,5.90881823635273,0.0,94.09118176364727,2.813023090362549,17.48650269946011,735,extreme_missing; high_skew; high_outlier_burden; has_late_delay_signal; severe_delay_signal; extreme_delay_signal; rare_severe_delay_signal; high_missing; missing_indicator_candidate; transform_review_candidate; tail_review_candidate; had_delay_flag_candidate; severe_delay_flag_candidate; extreme_delay_flag_candidate,No final drop decision from numeric EDA alone; validate with target analysis and CV model performance.
bureau_overdue_overdue_days_sum,overdue_delay_numeric,overdue_delay,bureau,critical,16,keep_but_review_before_final_FE,delay_severity_flag_review,missing=missing_flag_review; zero=zero_vs_delay_split_review; transform=log1p_review; scaling=robust_scaling_review; binning=delay_severity_bin_review; special=credit_risk_delay_review,Preserve credit-risk signal; review late/early/severe delay flags and delay severity bins.,98.91581114171527,0.126122224442625,5.90881823635273,0.0,94.09118176364727,2.889974117279053,17.69646070785843,680,extreme_missing; high_skew; high_outlier_burden; has_late_delay_signal; severe_delay_signal; extreme_delay_signal; rare_severe_delay_signal; high_missing; missing_indicator_candidate; transform_review_candidate; tail_review_candidate; had_delay_flag_candidate; severe_delay_flag_candidate; extreme_delay_flag_candidate,No final drop decision from numeric EDA alone; validate with target analysis and CV model performance.
cc_dpd_def_max_max,overdue_delay_numeric,overdue_delay,credit_card,critical,16,keep_but_review_before_final_FE,delay_severity_flag_review,missing=missing_flag_review; zero=zero_flag_review; zero_vs_delay_split_review; transform=log1p_review; binning=delay_severity_bin_review; special=credit_risk_delay_review,Preserve credit-risk signal; review late/early/severe delay flags and delay severity bins.,71.73922233676193,5.90342716197118,82.92158103676428,0.0,17.07841896323572,98.42033386230469,0.0,52,high_missing; zero_heavy; extreme_skew; has_late_delay_signal; severe_delay_signal; extreme_delay_signal; rare_severe_delay_signal; missing_indicator_candidate; zero_flag_candidate; transform_review_candidate; had_delay_flag_candidate; severe_delay_flag_candidate; extreme_delay_flag_candidate,No final drop decision from numeric EDA alone; validate with target analysis and CV model performance.
cc_dpd_def_max_mean,overdue_delay_numeric,overdue_delay,credit_card,critical,16,keep_but_review_before_final_FE,delay_severity_flag_review,missing=missing_flag_review; zero=zero_flag_review; zero_vs_delay_split_review; transform=log1p_review; binning=delay_severity_bin_review; special=credit_risk_delay_review,Preserve credit-risk signal; review late/early/severe delay flags and delay severity bins.,71.73922233676193,5.90342716197118,82.92158103676428,0.0,17.07841896323572,101.0290832519531,0.0,59,high_missing; zero_heavy; extreme_skew; has_late_delay_signal; severe_delay_signal; extreme_delay_signal; rare_severe_delay_signal; missing_indicator_candidate; zero_flag_candidate; transform_review_candidate; had_delay_flag_candidate; severe_delay_flag_candidate; extreme_delay_flag_candidate,No final drop decision from numeric EDA alone; validate with target analysis and CV model performance.
cc_dpd_def_max_min,overdue_delay_numeric,overdue_delay,credit_card,critical,16,keep_but_review_before_final_FE,delay_severity_flag_review,missing=missing_flag_review; zero=zero_flag_review; zero_vs_delay_split_review; transform=log1p_review; binning=delay_severity_bin_review; special=credit_risk_delay_review,Preserve credit-risk signal; review late/early/severe delay flags and delay severity bins.,71.73922233676193,5.90342716197118,83.12870375697601,0.0,16.87129624302399,104.3919677734375,0.0,51,high_missing; zero_heavy; extreme_skew; has_late_delay_signal; severe_delay_signal; extreme_delay_signal; rare_severe_delay_signal; missing_indicator_candidate; zero_flag_candidate; transform_review_candidate; had_delay_flag_candidate; severe_delay_flag_candidate; extreme_delay_flag_candidate,No final drop decision from numeric EDA alone; validate with target analysis and CV model performance.
cc_dpd_def_max_sum,overdue_delay_numeric,overdue_delay,credit_card,critical,16,keep_but_review_before_final_FE,delay_severity_flag_review,missing=missing_flag_review; zero=zero_flag_review; zero_vs_delay_split_review; transform=log1p_review; binning=delay_severity_bin_review; special=credit_risk_delay_review,Preserve credit-risk signal; review late/early/severe delay flags and delay severity bins.,71.73922233676193,5.90342716197118,82.92158103676428,0.0,17.07841896323572,98.41984558105469,0.0,54,high_missing; zero_heavy; extreme_skew; has_late_delay_signal; severe_delay_signal; extreme_delay_signal; rare_severe_delay_signal; missing_indicator_candidate; zero_flag_candidate; transform_review_candidate; had_delay_flag_candidate; severe_delay_flag_candidate; extreme_delay_flag_candidate,No final drop decision from numeric EDA alone; validate with target analysis and CV model performance.
cc_dpd_def_std_max,overdue_delay_numeric,overdue_delay,credit_card,critical,16,keep_but_review_before_final_FE,delay_severity_flag_review,missing=missing_flag_review; zero=zero_flag_review; zero_vs_delay_split_review; transform=log1p_review; binning=delay_severity_bin_review; special=credit_risk_delay_review,Preserve credit-risk signal; review late/early/severe delay flags and delay severity bins.,71.94474344007207,5.985856192410822,82.79647166552687,0.0,17.20352833447313,99.67703247070312,0.0,2048,high_missing; zero_heavy; extreme_skew; has_late_delay_signal; severe_delay_signal; extreme_delay_signal; rare_severe_delay_signal; missing_indicator_candidate; zero_flag_candidate; transform_review_candidate; had_delay_flag_candidate; severe_delay_flag_candidate; extreme_delay_flag_candidate,No final drop decision from numeric EDA alone; validate with target analysis and CV model performance.
cc_dpd_def_std_mean,overdue_delay_numeric,overdue_delay,credit_card,critical,16,keep_but_review_before_final_FE,delay_severity_flag_review,missing=missing_flag_review; zero=zero_flag_review; zero_vs_delay_split_review; transform=log1p_review; binning=delay_severity_bin_review; special=credit_risk_delay_review,Preserve credit-risk signal; review late/early/severe delay flags and delay severity bins.,71.94474344007207,5.985856192410822,82.79647166552687,0.0,17.20352833447313,102.1940155029297,0.0,2123,high_missing; zero_heavy; extreme_skew; has_late_delay_signal; severe_delay_signal; extreme_delay_signal; rare_severe_delay_signal; missing_indicator_candidate; zero_flag_candidate; transform_review_candidate; had_delay_flag_candidate; severe_delay_flag_candidate; extreme_delay_flag_candidate,No final drop decision from numeric EDA alone; validate with target analysis and CV model performance.
cc_dpd_def_std_min,overdue_delay_numeric,overdue_delay,credit_card,critical,16,keep_but_review_before_final_FE,delay_severity_flag_review,missing=missing_flag_review; zero=zero_flag_review; zero_vs_delay_split_review; transform=log1p_review; binning=delay_severity_bin_review; special=credit_risk_delay_review,Preserve credit-risk signal; review late/early/severe delay flags and delay severity bins.,71.94474344007207,5.985856192410822,82.9958387908152,0.0,17.0041612091848,105.8673477172852,0.0,2039,high_missing; zero_heavy; extreme_skew; has_late_delay_signal; severe_delay_signal; extreme_delay_signal; rare_severe_delay_signal; missing_indicator_candidate; zero_flag_candidate; transform_review_candidate; had_delay_flag_candidate; severe_delay_flag_candidate; extreme_delay_flag_candidate,No final drop decision from numeric EDA alone; validate with target analysis and CV model performance.
cc_dpd_def_std_sum,overdue_delay_numeric,overdue_delay,credit_card,critical,16,keep_but_review_before_final_FE,delay_severity_flag_review,missing=missing_flag_review; zero=zero_flag_review; zero_vs_delay_split_review; transform=log1p_review; binning=delay_severity_bin_review; special=credit_risk_delay_review,Preserve credit-risk signal; review late/early/severe delay flags and delay severity bins.,71.73922233676193,5.90342716197118,82.92158103676428,0.0,17.07841896323572,100.041015625,0.0,2053,high_missing; zero_heavy; extreme_skew; has_late_delay_signal; severe_delay_signal; extreme_delay_signal; rare_severe_delay_signal; missing_indicator_candidate; zero_flag_candidate; transform_review_candidate; had_delay_flag_candidate; severe_delay_flag_candidate; extreme_delay_flag_candidate,No final drop decision from numeric EDA alone; validate with target analysis and CV model performance.
cc_dpd_def_sum_max,overdue_delay_numeric,overdue_delay,credit_card,critical,16,keep_but_review_before_final_FE,delay_severity_flag_review,missing=missing_flag_review; zero=zero_flag_review; zero_vs_delay_split_review; transform=log1p_review; binning=delay_severity_bin_review; special=credit_risk_delay_review,Preserve credit-risk signal; review late/early/severe delay flags and delay severity bins.,71.73922233676193,5.90342716197118,82.92158103676428,0.0,17.07841896323572,111.6882019042969,0.0,217,high_missing; zero_heavy; extreme_skew; has_late_delay_signal; severe_delay_signal; extreme_delay_signal; rare_severe_delay_signal; missing_indicator_candidate; zero_flag_candidate; transform_review_candidate; had_delay_flag_candidate; severe_delay_flag_candidate; extreme_delay_flag_candidate,No final drop decision from numeric EDA alone; validate with target analysis and CV model performance.
cc_dpd_def_sum_mean,overdue_delay_numeric,overdue_delay,credit_card,critical,16,keep_but_review_before_final_FE,delay_severity_flag_review,missing=missing_flag_review; zero=zero_flag_review; zero_vs_delay_split_review; transform=log1p_review; binning=delay_severity_bin_review; special=credit_risk_delay_review,Preserve credit-risk signal; review late/early/severe delay flags and delay severity bins.,71.73922233676193,5.90342716197118,82.92158103676428,0.0,17.07841896323572,116.0963363647461,0.0,228,high_missing; zero_heavy; extreme_skew; has_late_delay_signal; severe_delay_signal; extreme_delay_signal; rare_severe_delay_signal; missing_indicator_candidate; zero_flag_candidate; transform_review_candidate; had_delay_flag_candidate; severe_delay_flag_candidate; extreme_delay_flag_candidate,No final drop decision from numeric EDA alone; validate with target analysis and CV model performance.
cc_dpd_def_sum_min,overdue_delay_numeric,overdue_delay,credit_card,critical,16,keep_but_review_before_final_FE,delay_severity_flag_review,missing=missing_flag_review; zero=zero_flag_review; zero_vs_delay_split_review; transform=log1p_review; binning=delay_severity_bin_review; special=credit_risk_delay_review,Preserve credit-risk signal; review late/early/severe delay flags and delay severity bins.,71.73922233676193,5.90342716197118,83.12870375697601,0.0,16.87129624302399,120.6481552124023,0.0,215,high_missing; zero_heavy; extreme_skew; has_late_delay_signal; severe_delay_signal; extreme_delay_signal; rare_severe_delay_signal; missing_indicator_candidate; zero_flag_candidate; transform_review_candidate; had_delay_flag_candidate; severe_delay_flag_candidate; extreme_delay_flag_candidate,No final drop decision from numeric EDA alone; validate with target analysis and CV model performance.
cc_dpd_def_sum_sum,overdue_delay_numeric,overdue_delay,credit_card,critical,16,keep_but_review_before_final_FE,delay_severity_flag_review,missing=missing_flag_review; zero=zero_flag_review; zero_vs_delay_split_review; transform=log1p_review; binning=delay_severity_bin_review; special=credit_risk_delay_review,Preserve credit-risk signal; review late/early/severe delay flags and delay severity bins.,71.73922233676193,5.90342716197118,82.92158103676428,0.0,17.07841896323572,111.6882019042969,0.0,217,high_missing; zero_heavy; extreme_skew; has_late_delay_signal; severe_delay_signal; extreme_delay_signal; rare_severe_delay_signal; missing_indicator_candidate; zero_flag_candidate; transform_review_candidate; had_delay_flag_candidate; severe_delay_flag_candidate; extreme_delay_flag_candidate,No final drop decision from numeric EDA alone; validate with target analysis and CV model performance.
bureau_active_overdue_days_max,overdue_delay_numeric,overdue_delay,bureau,critical,15,keep_but_review_before_final_FE,delay_severity_flag_review,zero=zero_flag_review; zero_vs_delay_split_review; transform=log1p_review; binning=delay_severity_bin_review; special=credit_risk_delay_review,Preserve credit-risk signal; review late/early/severe delay flags and delay severity bins.,29.38463989906052,0.5010849999960207,98.50333870596361,0.0,1.49666129403638,23.50834274291992,0.0,761,almost_all_zero; extreme_skew; has_late_delay_signal; severe_delay_signal; extreme_delay_signal; rare_severe_delay_signal; rare_event_candidate; transform_review_candidate; had_delay_flag_candidate; severe_delay_flag_candidate; extreme_delay_flag_candidate,No final drop decision from numeric EDA alone; validate with target analysis and CV model performance.
bureau_active_overdue_days_mean,overdue_delay_numeric,overdue_delay,bureau,critical,15,keep_but_review_before_final_FE,delay_severity_flag_review,zero=zero_flag_review; zero_vs_delay_split_review; transform=log1p_review; binning=delay_severity_bin_review; special=credit_risk_delay_review,Preserve credit-risk signal; review late/early/severe delay flags and delay severity bins.,29.38463989906052,0.5010849999960207,98.50333870596361,0.0,1.49666129403638,35.50260925292969,0.0,1141,almost_all_zero; extreme_skew; has_late_delay_signal; severe_delay_signal; extreme_delay_signal; rare_severe_delay_signal; rare_event_candidate; transform_review_candidate; had_delay_flag_candidate; severe_delay_flag_candidate; extreme_delay_flag_candidate,No final drop decision from numeric EDA alone; validate with target analysis and CV model performance.
bureau_active_overdue_days_sum,overdue_delay_numeric,overdue_delay,bureau,critical,15,keep_but_review_before_final_FE,delay_severity_flag_review,zero=zero_flag_review; zero_vs_delay_split_review; transform=log1p_review; binning=delay_severity_bin_review; special=credit_risk_delay_review,Preserve credit-risk signal; review late/early/severe delay flags and delay severity bins.,29.38463989906052,0.5010849999960207,98.50333870596361,0.0,1.49666129403638,23.94207763671875,0.0,769,almost_all_zero; extreme_skew; has_late_delay_signal; severe_delay_signal; extreme_delay_signal; rare_severe_delay_signal; rare_event_candidate; transform_review_candidate; had_delay_flag_candidate; severe_delay_flag_candidate; extreme_delay_flag_candidate,No final drop decision from numeric EDA alone; validate with target analysis and CV model performance.
bureau_closed_overdue_days_mean,overdue_delay_numeric,overdue_delay,bureau,critical,15,keep_but_review_before_final_FE,delay_severity_flag_review,zero=zero_flag_review; zero_vs_delay_split_review; transform=log1p_review; binning=delay_severity_bin_review; special=credit_risk_delay_review,Preserve credit-risk signal; review late/early/severe delay flags and delay severity bins.,25.15227097567242,2.618215502178241,99.96871809354158,0.0,0.03128190645841027,110.2443542480469,0.0,70,almost_all_zero; extreme_skew; has_late_delay_signal; severe_delay_signal; extreme_delay_signal; rare_severe_delay_signal; rare_event_candidate; transform_review_candidate; had_delay_flag_candidate; severe_delay_flag_candidate; extreme_delay_flag_candidate,No final drop decision from numeric EDA alone; validate with target analysis and CV model performance.
bureau_latest_overdue_days,overdue_delay_numeric,overdue_delay,bureau,critical,15,keep_but_review_before_final_FE,delay_severity_flag_review,zero=zero_flag_review; zero_vs_delay_split_review; transform=log1p_review; binning=delay_severity_bin_review; special=credit_risk_delay_review,Preserve credit-risk signal; review late/early/severe delay flags and delay severity bins.,14.31493507549323,1.135877140157604,99.61592616066582,0.0,0.3840738393341708,81.38006591796875,0.0,221,almost_all_zero; extreme_skew; has_late_delay_signal; severe_delay_signal; extreme_delay_signal; rare_severe_delay_signal; zero_heavy_delay; rare_event_candidate; transform_review_candidate; had_delay_flag_candidate; severe_delay_flag_candidate; extreme_delay_flag_candidate,No final drop decision from numeric EDA alone; validate with target analysis and CV model performance.
bureau_overdue_days_max,overdue_delay_numeric,overdue_delay,bureau,critical,15,keep_but_review_before_final_FE,delay_severity_flag_review,zero=zero_flag_review; zero_vs_delay_split_review; transform=log1p_review; binning=delay_severity_bin_review; special=credit_risk_delay_review,Preserve credit-risk signal; review late/early/severe delay flags and delay severity bins.,14.31493507549323,1.135877140157604,98.71077190492275,0.0,1.289228095077251,23.03951072692871,0.0,868,almost_all_zero; extreme_skew; has_late_delay_signal; severe_delay_signal; extreme_delay_signal; rare_severe_delay_signal; zero_heavy_delay; rare_event_candidate; transform_review_candidate; had_delay_flag_candidate; severe_delay_flag_candidate; extreme_delay_flag_candidate,No final drop decision from numeric EDA alone; validate with target analysis and CV model performance.
bureau_overdue_days_mean,overdue_delay_numeric,overdue_delay,bureau,critical,15,keep_but_review_before_final_FE,delay_severity_flag_review,zero=zero_flag_review; zero_vs_delay_split_review; transform=log1p_review; binning=delay_severity_bin_review; special=credit_risk_delay_review,Preserve credit-risk signal; review late/early/severe delay flags and delay severity bins.,14.31493507549323,1.135877140157604,98.71077190492275,0.0,1.289228095077251,52.96372604370117,0.0,1541,almost_all_zero; extreme_skew; has_late_delay_signal; severe_delay_signal; extreme_delay_signal; rare_severe_delay_signal; zero_heavy_delay; rare_event_candidate; transform_review_candidate; had_delay_flag_candidate; severe_delay_flag_candidate; extreme_delay_flag_candidate,No final drop decision from numeric EDA alone; validate with target analysis and CV model performance.
bureau_overdue_days_sum,overdue_delay_numeric,overdue_delay,bureau,critical,15,keep_but_review_before_final_FE,delay_severity_flag_review,zero=zero_flag_review; zero_vs_delay_split_review; transform=log1p_review; binning=delay_severity_bin_review; special=credit_risk_delay_review,Preserve credit-risk signal; review late/early/severe delay flags and delay severity bins.,14.31493507549323,1.135877140157604,98.71077190492275,0.0,1.289228095077251,23.6020393371582,0.0,879,almost_all_zero; extreme_skew; has_late_delay_signal; severe_delay_signal; extreme_delay_signal; rare_severe_delay_signal; zero_heavy_delay; rare_event_candidate; transform_review_candidate; had_delay_flag_candidate; severe_delay_flag_candidate; extreme_delay_flag_candidate,No final drop decision from numeric EDA alone; validate with target analysis and CV model performance.
