feature,feature_category,numeric_family,source_group,priority_level,priority_score,keep_decision,primary_numeric_route,suggested_routes,feature_engineering_decision,missing_pct_train,missing_gap_pct,zero_pct,negative_pct,positive_pct,abs_skew,iqr_outlier_pct,n_unique_train,temporal_review_reasons,modeling_note
bureau_active_debt_amount_max,continuous_amount_numeric,continuous,bureau,high,6,keep_but_review_before_final_FE,amount_value_validity_review,transform=yeo_johnson_review; scaling=standard_scaling_review; tail=extreme_tail_review,"Review missingness, skew/tail behavior, and scaling/transform need; keep raw until model pipeline comparison.",32.84337796046321,1.262055130986759,10.75375035106579,0.239693192713327,89.00655645622089,15.22325897216797,9.806114839671887,138477,suspicious_negative_amount; extreme_skew; top_5pct_tail_gap; negative_amount_value; negative_value_review; transform_review_candidate; tail_review_candidate,No final drop decision from numeric EDA alone; validate with target analysis and CV model performance.
bureau_active_debt_amount_mean,continuous_amount_numeric,continuous,bureau,high,6,keep_but_review_before_final_FE,amount_value_validity_review,transform=yeo_johnson_review; scaling=standard_scaling_review; tail=extreme_tail_review,"Review missingness, skew/tail behavior, and scaling/transform need; keep raw until model pipeline comparison.",32.84337796046321,1.262055130986759,10.48839303872861,0.5282934813136155,88.98331347995777,15.21826934814453,9.863253822985367,158567,suspicious_negative_amount; extreme_skew; top_5pct_tail_gap; negative_amount_value; negative_value_review; transform_review_candidate; tail_review_candidate,No final drop decision from numeric EDA alone; validate with target analysis and CV model performance.
bureau_active_debt_amount_sum,continuous_amount_numeric,continuous,bureau,high,6,keep_but_review_before_final_FE,amount_value_validity_review,transform=yeo_johnson_review; scaling=standard_scaling_review; tail=extreme_tail_review,"Review missingness, skew/tail behavior, and scaling/transform need; keep raw until model pipeline comparison.",29.38463989906052,0.5010849999960207,14.87266866221506,0.502417683628828,84.6249136541561,37.81244659423828,9.247524752475247,153469,suspicious_negative_amount; extreme_skew; top_5pct_tail_gap; negative_amount_value; negative_value_review; transform_review_candidate; tail_review_candidate,No final drop decision from numeric EDA alone; validate with target analysis and CV model performance.
bureau_active_limit_amount_max,continuous_amount_numeric,continuous,bureau,high,5,keep_but_review_before_final_FE,amount_value_validity_review,transform=yeo_johnson_review; scaling=standard_scaling_review,"Review missingness, skew/tail behavior, and scaling/transform need; keep raw until model pipeline comparison.",38.62723609887126,1.106885023728445,75.2326098936035,0.003179178500275528,24.76421092789623,9.293781280517578,0.0,33471,high_zero; suspicious_negative_amount; extreme_skew; negative_amount_value; zero_pattern_review; negative_value_review; transform_review_candidate,No final drop decision from numeric EDA alone; validate with target analysis and CV model performance.
bureau_active_limit_amount_mean,continuous_amount_numeric,continuous,bureau,high,5,keep_but_review_before_final_FE,amount_value_validity_review,transform=yeo_johnson_review; scaling=standard_scaling_review,"Review missingness, skew/tail behavior, and scaling/transform need; keep raw until model pipeline comparison.",38.62723609887126,1.106885023728445,75.20346742401763,0.0667627485057861,24.72976982747658,13.20821857452393,0.0,36899,high_zero; suspicious_negative_amount; extreme_skew; negative_amount_value; zero_pattern_review; negative_value_review; transform_review_candidate,No final drop decision from numeric EDA alone; validate with target analysis and CV model performance.
bureau_active_limit_amount_sum,continuous_amount_numeric,continuous,bureau,high,6,keep_but_review_before_final_FE,amount_value_validity_review,transform=yeo_johnson_review; scaling=standard_scaling_review; tail=extreme_tail_review,"Review missingness, skew/tail behavior, and scaling/transform need; keep raw until model pipeline comparison.",29.38463989906052,0.5010849999960207,78.44899838821091,0.05802440709187198,21.49297720469722,12.65498352050781,0.0,36029,high_zero; suspicious_negative_amount; extreme_skew; top_5pct_tail_gap; negative_amount_value; zero_pattern_review; negative_value_review; transform_review_candidate; tail_review_candidate,No final drop decision from numeric EDA alone; validate with target analysis and CV model performance.
bureau_active_overdue_amount_max,continuous_amount_numeric,continuous,bureau,high,5,keep_but_review_before_final_FE,continuous_transform_review,zero=zero_flag_review; transform=log1p_review; scaling=standard_scaling_review,"Review missingness, skew/tail behavior, and scaling/transform need; keep raw until model pipeline comparison.",29.38463989906052,0.5010849999960207,98.53557448768132,0.0,1.464425512318674,181.2800445556641,0.0,1181,almost_all_zero; extreme_skew; high_coefficient_of_variation; zero_heavy; rare_event_candidate; transform_review_candidate; unstable_spread_review,No final drop decision from numeric EDA alone; validate with target analysis and CV model performance.
bureau_active_overdue_amount_mean,continuous_amount_numeric,continuous,bureau,high,5,keep_but_review_before_final_FE,continuous_transform_review,zero=zero_flag_review; transform=log1p_review; scaling=standard_scaling_review,"Review missingness, skew/tail behavior, and scaling/transform need; keep raw until model pipeline comparison.",29.38463989906052,0.5010849999960207,98.53557448768132,0.0,1.464425512318674,231.2984771728516,0.0,1556,almost_all_zero; extreme_skew; high_coefficient_of_variation; zero_heavy; rare_event_candidate; transform_review_candidate; unstable_spread_review,No final drop decision from numeric EDA alone; validate with target analysis and CV model performance.
bureau_active_overdue_amount_sum,continuous_amount_numeric,continuous,bureau,high,5,keep_but_review_before_final_FE,continuous_transform_review,zero=zero_flag_review; transform=log1p_review; scaling=standard_scaling_review,"Review missingness, skew/tail behavior, and scaling/transform need; keep raw until model pipeline comparison.",29.38463989906052,0.5010849999960207,98.53557448768132,0.0,1.464425512318674,152.8089294433594,0.0,1197,almost_all_zero; extreme_skew; high_coefficient_of_variation; zero_heavy; rare_event_candidate; transform_review_candidate; unstable_spread_review,No final drop decision from numeric EDA alone; validate with target analysis and CV model performance.
bureau_annuity_amount_max,continuous_amount_numeric,continuous,bureau,critical,11,keep_but_review_before_final_FE,continuous_transform_review,missing=missing_flag_review; train_test_stability_review; transform=log1p_review; scaling=standard_scaling_review; tail=extreme_tail_review,"Review missingness, skew/tail behavior, and scaling/transform need; keep raw until model pipeline comparison.",73.98174374250027,52.38113648827411,24.66847479658539,0.0,75.33152520341461,87.22720336914062,6.101813545976078,23582,high_missing; train_test_missing_gap; unstable_sparse_feature; extreme_skew; top_5pct_tail_gap; high_coefficient_of_variation; missing_gap_gt_20; missing_indicator_candidate; stability_review_candidate; transform_review_candidate; tail_review_candidate; unstable_spread_review,No final drop decision from numeric EDA alone; validate with target analysis and CV model performance.
bureau_annuity_amount_mean,continuous_amount_numeric,continuous,bureau,critical,11,keep_but_review_before_final_FE,continuous_transform_review,missing=missing_flag_review; train_test_stability_review; transform=log1p_review; scaling=standard_scaling_review; tail=extreme_tail_review,"Review missingness, skew/tail behavior, and scaling/transform need; keep raw until model pipeline comparison.",73.98174374250027,52.38113648827411,24.66847479658539,0.0,75.33152520341461,104.9255981445312,6.663000412453599,40538,high_missing; train_test_missing_gap; unstable_sparse_feature; extreme_skew; top_5pct_tail_gap; high_coefficient_of_variation; missing_gap_gt_20; missing_indicator_candidate; stability_review_candidate; transform_review_candidate; tail_review_candidate; unstable_spread_review,No final drop decision from numeric EDA alone; validate with target analysis and CV model performance.
bureau_annuity_amount_sum,continuous_amount_numeric,continuous,bureau,medium,4,keep_with_standard_numeric_review,continuous_transform_review,transform=log1p_review; scaling=standard_scaling_review; tail=extreme_tail_review,"Review missingness, skew/tail behavior, and scaling/transform need; keep raw until model pipeline comparison.",14.31493507549323,1.135877140157604,77.12559442257991,0.0,22.8744055774201,127.7978439331055,0.0,36090,high_zero; extreme_skew; top_5pct_tail_gap; high_coefficient_of_variation; zero_pattern_review; transform_review_candidate; tail_review_candidate; unstable_spread_review,No final drop decision from numeric EDA alone; validate with target analysis and CV model performance.
bureau_closed_annuity_amount_max,continuous_amount_numeric,continuous,bureau,critical,11,keep_but_review_before_final_FE,continuous_transform_review,missing=missing_flag_review; train_test_stability_review; transform=log1p_review; scaling=standard_scaling_review; tail=extreme_tail_review,"Review missingness, skew/tail behavior, and scaling/transform need; keep raw until model pipeline comparison.",78.53442641076253,38.41461679316858,39.94000818070263,0.0,60.05999181929737,88.7530517578125,6.488509142692663,17576,high_missing; train_test_missing_gap; unstable_sparse_feature; extreme_skew; top_5pct_tail_gap; high_coefficient_of_variation; missing_gap_gt_20; missing_indicator_candidate; stability_review_candidate; transform_review_candidate; tail_review_candidate; unstable_spread_review,No final drop decision from numeric EDA alone; validate with target analysis and CV model performance.
bureau_closed_annuity_amount_mean,continuous_amount_numeric,continuous,bureau,critical,11,keep_but_review_before_final_FE,continuous_transform_review,missing=missing_flag_review; train_test_stability_review; transform=log1p_review; scaling=standard_scaling_review; tail=extreme_tail_review,"Review missingness, skew/tail behavior, and scaling/transform need; keep raw until model pipeline comparison.",78.53442641076253,38.41461679316858,39.94000818070263,0.0,60.05999181929737,145.9712219238281,7.88528836976776,25539,high_missing; train_test_missing_gap; unstable_sparse_feature; extreme_skew; top_5pct_tail_gap; high_coefficient_of_variation; missing_gap_gt_20; missing_indicator_candidate; stability_review_candidate; transform_review_candidate; tail_review_candidate; unstable_spread_review,No final drop decision from numeric EDA alone; validate with target analysis and CV model performance.
bureau_closed_annuity_amount_sum,continuous_amount_numeric,continuous,bureau,high,5,keep_but_review_before_final_FE,continuous_transform_review,zero=zero_flag_review; transform=log1p_review; scaling=standard_scaling_review; tail=extreme_tail_review,"Review missingness, skew/tail behavior, and scaling/transform need; keep raw until model pipeline comparison.",25.15227097567242,2.618215502178241,82.77540025633785,0.0,17.22459974366216,146.0723724365234,0.0,23121,zero_heavy; extreme_skew; top_5pct_tail_gap; high_coefficient_of_variation; zero_flag_candidate; transform_review_candidate; tail_review_candidate; unstable_spread_review,No final drop decision from numeric EDA alone; validate with target analysis and CV model performance.
bureau_closed_credit_amount_max,continuous_amount_numeric,continuous,bureau,medium,3,keep_with_standard_numeric_review,continuous_transform_review,transform=log1p_review; scaling=standard_scaling_review; tail=extreme_tail_review,"Review missingness, skew/tail behavior, and scaling/transform need; keep raw until model pipeline comparison.",25.15227097567242,2.618215502178241,0.8267981665327048,0.0,99.17320183346729,96.10652923583984,10.51158951187192,69097,extreme_skew; top_5pct_tail_gap; transform_review_candidate; tail_review_candidate,No final drop decision from numeric EDA alone; validate with target analysis and CV model performance.
bureau_closed_credit_amount_mean,continuous_amount_numeric,continuous,bureau,medium,3,keep_with_standard_numeric_review,continuous_transform_review,transform=log1p_review; scaling=standard_scaling_review; tail=extreme_tail_review,"Review missingness, skew/tail behavior, and scaling/transform need; keep raw until model pipeline comparison.",25.15227097567242,2.618215502178241,0.8267981665327048,0.0,99.17320183346729,104.2441253662109,9.930267416853127,171402,extreme_skew; top_5pct_tail_gap; transform_review_candidate; tail_review_candidate,No final drop decision from numeric EDA alone; validate with target analysis and CV model performance.
bureau_closed_credit_amount_sum,continuous_amount_numeric,continuous,bureau,medium,3,keep_with_standard_numeric_review,continuous_transform_review,transform=log1p_review; scaling=standard_scaling_review; tail=extreme_tail_review,"Review missingness, skew/tail behavior, and scaling/transform need; keep raw until model pipeline comparison.",25.15227097567242,2.618215502178241,0.8267981665327048,0.0,99.17320183346729,163.4643859863281,9.051767210479438,168750,extreme_skew; top_5pct_tail_gap; transform_review_candidate; tail_review_candidate,No final drop decision from numeric EDA alone; validate with target analysis and CV model performance.
bureau_closed_debt_amount_max,continuous_amount_numeric,continuous,bureau,critical,9,keep_but_review_before_final_FE,amount_value_validity_review,zero=zero_flag_review; transform=yeo_johnson_review; scaling=standard_scaling_review; tail=extreme_tail_review,"Review missingness, skew/tail behavior, and scaling/transform need; keep raw until model pipeline comparison.",28.99993821359236,2.861336539540165,97.62381316612696,0.03160310168412471,2.344583732188904,39.78404235839844,0.0,4761,almost_all_zero; suspicious_negative_amount; extreme_skew; top_5pct_tail_gap; high_coefficient_of_variation; zero_heavy; negative_amount_value; rare_event_candidate; negative_value_review; transform_review_candidate; tail_review_candidate; unstable_spread_review,No final drop decision from numeric EDA alone; validate with target analysis and CV model performance.
bureau_closed_debt_amount_mean,continuous_amount_numeric,continuous,bureau,critical,9,keep_but_review_before_final_FE,amount_value_validity_review,zero=zero_flag_review; transform=yeo_johnson_review; scaling=standard_scaling_review; tail=extreme_tail_review,"Review missingness, skew/tail behavior, and scaling/transform need; keep raw until model pipeline comparison.",28.99993821359236,2.861336539540165,96.96610223832403,0.6925201412521241,2.341377620423848,72.4393310546875,0.0,6338,almost_all_zero; suspicious_negative_amount; extreme_skew; top_5pct_tail_gap; high_coefficient_of_variation; zero_heavy; negative_amount_value; rare_event_candidate; negative_value_review; transform_review_candidate; tail_review_candidate; unstable_spread_review,No final drop decision from numeric EDA alone; validate with target analysis and CV model performance.
bureau_closed_debt_amount_sum,continuous_amount_numeric,continuous,bureau,critical,9,keep_but_review_before_final_FE,amount_value_validity_review,zero=zero_flag_review; transform=yeo_johnson_review; scaling=standard_scaling_review; tail=extreme_tail_review,"Review missingness, skew/tail behavior, and scaling/transform need; keep raw until model pipeline comparison.",25.15227097567242,2.618215502178241,97.12206460582625,0.6569200356266157,2.221015358547129,48.3423957824707,0.0,6086,almost_all_zero; suspicious_negative_amount; extreme_skew; top_5pct_tail_gap; high_coefficient_of_variation; zero_heavy; negative_amount_value; rare_event_candidate; negative_value_review; transform_review_candidate; tail_review_candidate; unstable_spread_review,No final drop decision from numeric EDA alone; validate with target analysis and CV model performance.
bureau_closed_limit_amount_max,continuous_amount_numeric,continuous,bureau,critical,8,keep_but_review_before_final_FE,amount_value_validity_review,zero=zero_flag_review; transform=yeo_johnson_review; scaling=standard_scaling_review,"Review missingness, skew/tail behavior, and scaling/transform need; keep raw until model pipeline comparison.",35.29597315217992,1.170053435707821,97.99971855336429,0.0005025832780491727,1.999778863357658,15.87383842468262,0.0,2321,almost_all_zero; suspicious_negative_amount; extreme_skew; high_coefficient_of_variation; zero_heavy; negative_amount_value; rare_event_candidate; negative_value_review; transform_review_candidate; unstable_spread_review,No final drop decision from numeric EDA alone; validate with target analysis and CV model performance.
bureau_closed_limit_amount_mean,continuous_amount_numeric,continuous,bureau,critical,8,keep_but_review_before_final_FE,amount_value_validity_review,zero=zero_flag_review; transform=yeo_johnson_review; scaling=standard_scaling_review,"Review missingness, skew/tail behavior, and scaling/transform need; keep raw until model pipeline comparison.",35.29597315217992,1.170053435707821,97.98665138813502,0.01608266489757353,1.997265946967413,25.3708324432373,0.0,2568,almost_all_zero; suspicious_negative_amount; extreme_skew; high_coefficient_of_variation; zero_heavy; negative_amount_value; rare_event_candidate; negative_value_review; transform_review_candidate; unstable_spread_review,No final drop decision from numeric EDA alone; validate with target analysis and CV model performance.
bureau_closed_limit_amount_sum,continuous_amount_numeric,continuous,bureau,critical,8,keep_but_review_before_final_FE,amount_value_validity_review,zero=zero_flag_review; transform=yeo_johnson_review; scaling=standard_scaling_review,"Review missingness, skew/tail behavior, and scaling/transform need; keep raw until model pipeline comparison.",25.15227097567242,2.618215502178241,98.2595094823279,0.01390306953707123,1.726587448135033,17.99013328552246,0.0,2422,almost_all_zero; suspicious_negative_amount; extreme_skew; high_coefficient_of_variation; zero_heavy; negative_amount_value; rare_event_candidate; negative_value_review; transform_review_candidate; unstable_spread_review,No final drop decision from numeric EDA alone; validate with target analysis and CV model performance.
bureau_closed_overdue_amount_max,continuous_amount_numeric,continuous,bureau,high,5,keep_but_review_before_final_FE,continuous_transform_review,zero=zero_flag_review; transform=log1p_review; scaling=standard_scaling_review,"Review missingness, skew/tail behavior, and scaling/transform need; keep raw until model pipeline comparison.",25.15227097567242,2.618215502178241,99.94004301262139,0.0,0.05995698737861968,406.6660766601562,0.0,71,almost_all_zero; extreme_skew; high_coefficient_of_variation; zero_heavy; rare_event_candidate; transform_review_candidate; unstable_spread_review,No final drop decision from numeric EDA alone; validate with target analysis and CV model performance.
bureau_closed_overdue_amount_mean,continuous_amount_numeric,continuous,bureau,high,5,keep_but_review_before_final_FE,continuous_transform_review,zero=zero_flag_review; transform=log1p_review; scaling=standard_scaling_review,"Review missingness, skew/tail behavior, and scaling/transform need; keep raw until model pipeline comparison.",25.15227097567242,2.618215502178241,99.94004301262139,0.0,0.05995698737861968,438.2318725585938,0.0,107,almost_all_zero; extreme_skew; high_coefficient_of_variation; zero_heavy; rare_event_candidate; transform_review_candidate; unstable_spread_review,No final drop decision from numeric EDA alone; validate with target analysis and CV model performance.
bureau_closed_overdue_amount_sum,continuous_amount_numeric,continuous,bureau,high,5,keep_but_review_before_final_FE,continuous_transform_review,zero=zero_flag_review; transform=log1p_review; scaling=standard_scaling_review,"Review missingness, skew/tail behavior, and scaling/transform need; keep raw until model pipeline comparison.",25.15227097567242,2.618215502178241,99.94004301262139,0.0,0.05995698737861968,406.6660766601562,0.0,71,almost_all_zero; extreme_skew; high_coefficient_of_variation; zero_heavy; rare_event_candidate; transform_review_candidate; unstable_spread_review,No final drop decision from numeric EDA alone; validate with target analysis and CV model performance.
bureau_credit_amount_max,continuous_amount_numeric,continuous,bureau,medium,3,keep_with_standard_numeric_review,continuous_transform_review,transform=log1p_review; scaling=standard_scaling_review; tail=extreme_tail_review,"Review missingness, skew/tail behavior, and scaling/transform need; keep raw until model pipeline comparison.",14.31526026711239,1.134150797228921,0.4106417700861513,0.0,99.58935822991386,39.50027084350586,8.906979392007287,65151,extreme_skew; top_5pct_tail_gap; transform_review_candidate; tail_review_candidate,No final drop decision from numeric EDA alone; validate with target analysis and CV model performance.
bureau_credit_amount_mean,continuous_amount_numeric,continuous,bureau,medium,3,keep_with_standard_numeric_review,continuous_transform_review,transform=log1p_review; scaling=standard_scaling_review; tail=extreme_tail_review,"Review missingness, skew/tail behavior, and scaling/transform need; keep raw until model pipeline comparison.",14.31526026711239,1.134150797228921,0.4106417700861513,0.0,99.58935822991386,67.62337493896484,9.141143876427948,209360,extreme_skew; top_5pct_tail_gap; transform_review_candidate; tail_review_candidate,No final drop decision from numeric EDA alone; validate with target analysis and CV model performance.
bureau_credit_amount_min,continuous_amount_numeric,continuous,bureau,medium,3,keep_with_standard_numeric_review,continuous_transform_review,transform=log1p_review; scaling=standard_scaling_review; tail=extreme_tail_review,"Review missingness, skew/tail behavior, and scaling/transform need; keep raw until model pipeline comparison.",14.31526026711239,1.134150797228921,16.34938707351323,0.0,83.65061292648677,71.87194061279297,10.24592963679836,55801,extreme_skew; top_5pct_tail_gap; transform_review_candidate; tail_review_candidate,No final drop decision from numeric EDA alone; validate with target analysis and CV model performance.
bureau_credit_amount_sum,continuous_amount_numeric,continuous,bureau,medium,3,keep_with_standard_numeric_review,continuous_transform_review,transform=log1p_review; scaling=standard_scaling_review; tail=extreme_tail_review,"Review missingness, skew/tail behavior, and scaling/transform need; keep raw until model pipeline comparison.",14.31493507549323,1.135877140157604,0.4110197312242164,0.0,99.58898026877579,75.8868637084961,8.346015613436512,205537,extreme_skew; top_5pct_tail_gap; transform_review_candidate; tail_review_candidate,No final drop decision from numeric EDA alone; validate with target analysis and CV model performance.
bureau_debt_amount_max,continuous_amount_numeric,continuous,bureau,high,6,keep_but_review_before_final_FE,amount_value_validity_review,transform=yeo_johnson_review; scaling=standard_scaling_review; tail=extreme_tail_review,"Review missingness, skew/tail behavior, and scaling/transform need; keep raw until model pipeline comparison.",16.70834539252255,1.453134494771028,27.66045500154218,0.03318614302837219,72.30635885542945,16.15927886962891,10.05579176280888,138938,suspicious_negative_amount; extreme_skew; top_5pct_tail_gap; negative_amount_value; negative_value_review; transform_review_candidate; tail_review_candidate,No final drop decision from numeric EDA alone; validate with target analysis and CV model performance.
bureau_debt_amount_mean,continuous_amount_numeric,continuous,bureau,high,6,keep_but_review_before_final_FE,amount_value_validity_review,transform=yeo_johnson_review; scaling=standard_scaling_review; tail=extreme_tail_review,"Review missingness, skew/tail behavior, and scaling/transform need; keep raw until model pipeline comparison.",16.70834539252255,1.453134494771028,27.20834260593212,0.5059910748796514,72.28566631918822,19.60915756225586,9.793035595066588,169264,suspicious_negative_amount; extreme_skew; top_5pct_tail_gap; negative_amount_value; negative_value_review; transform_review_candidate; tail_review_candidate,No final drop decision from numeric EDA alone; validate with target analysis and CV model performance.
bureau_debt_amount_min,continuous_amount_numeric,continuous,bureau,critical,8,keep_but_review_before_final_FE,amount_value_validity_review,zero=zero_flag_review; transform=yeo_johnson_review; scaling=standard_scaling_review; tail=extreme_tail_review,"Review missingness, skew/tail behavior, and scaling/transform need; keep raw until model pipeline comparison.",16.70834539252255,1.453134494771028,86.82471079252414,2.29804279841175,10.87724640906411,35.17555999755859,0.0,28602,zero_heavy; suspicious_negative_amount; extreme_skew; top_5pct_tail_gap; high_coefficient_of_variation; negative_amount_value; zero_flag_candidate; negative_value_review; transform_review_candidate; tail_review_candidate; unstable_spread_review,No final drop decision from numeric EDA alone; validate with target analysis and CV model performance.
bureau_debt_amount_sum,continuous_amount_numeric,continuous,bureau,high,6,keep_but_review_before_final_FE,amount_value_validity_review,transform=yeo_johnson_review; scaling=standard_scaling_review; tail=extreme_tail_review,"Review missingness, skew/tail behavior, and scaling/transform need; keep raw until model pipeline comparison.",14.31493507549323,1.135877140157604,29.24160597515665,0.4918574068943531,70.266536617949,38.90571975708008,9.641316022179126,154969,suspicious_negative_amount; extreme_skew; top_5pct_tail_gap; negative_amount_value; negative_value_review; transform_review_candidate; tail_review_candidate,No final drop decision from numeric EDA alone; validate with target analysis and CV model performance.
bureau_latest_annuity_amount,continuous_amount_numeric,continuous,bureau,critical,12,keep_but_review_before_final_FE,continuous_transform_review,missing=missing_flag_review; train_test_stability_review; transform=log1p_review; scaling=standard_scaling_review; tail=extreme_tail_review,"Review missingness, skew/tail behavior, and scaling/transform need; keep raw until model pipeline comparison.",80.60297030024942,41.39814509099291,41.51019313304721,0.0,58.48980686695279,184.4961090087891,7.19051770386266,16112,extreme_missing; train_test_missing_gap; unstable_sparse_feature; extreme_skew; top_5pct_tail_gap; high_coefficient_of_variation; high_missing; missing_gap_gt_20; missing_indicator_candidate; stability_review_candidate; transform_review_candidate; tail_review_candidate; unstable_spread_review,No final drop decision from numeric EDA alone; validate with target analysis and CV model performance.
bureau_latest_credit_amount,continuous_amount_numeric,continuous,bureau,medium,3,keep_with_standard_numeric_review,continuous_transform_review,transform=log1p_review; scaling=standard_scaling_review; tail=extreme_tail_review,"Review missingness, skew/tail behavior, and scaling/transform need; keep raw until model pipeline comparison.",14.31591065035072,1.118388904084512,2.372404056351712,0.0,97.62759594364829,20.59272193908691,10.72724374544571,65990,extreme_skew; top_5pct_tail_gap; transform_review_candidate; tail_review_candidate,No final drop decision from numeric EDA alone; validate with target analysis and CV model performance.
