feature,special_case_type,feature_category,source_group,missing_pct_train,missing_pct_test,missing_interpretation,recommended_next_action,validation_stage,drop_now
bureau_closed_ratio,structured_missing_or_history_availability,ratio_rate_numeric,bureau_history,14.314935075493235,13.179057935335631,possible_absence_of_history_or_unknown_record,structured_missing_handling_candidate_later,feature_engineering_and_modeling,no
bureau_sold_count,structured_missing_or_history_availability,discrete_count_numeric,bureau_history,14.314935075493235,13.179057935335631,possible_absence_of_history_or_unknown_record,structured_missing_handling_candidate_later,feature_engineering_and_modeling,no
bureau_sold_ratio,structured_missing_or_history_availability,ratio_rate_numeric,bureau_history,14.314935075493235,13.179057935335631,possible_absence_of_history_or_unknown_record,structured_missing_handling_candidate_later,feature_engineering_and_modeling,no
bureau_bad_debt_count,structured_missing_or_history_availability,binary_flag,bureau_history,14.314935075493235,13.179057935335631,possible_absence_of_history_or_unknown_record,structured_missing_handling_candidate_later,feature_engineering_and_modeling,no
bureau_bad_debt_ratio,structured_missing_or_history_availability,ratio_rate_numeric,bureau_history,14.314935075493235,13.179057935335631,possible_absence_of_history_or_unknown_record,structured_missing_handling_candidate_later,feature_engineering_and_modeling,no
bureau_overdue_days_record_count,structured_missing_or_history_availability,discrete_count_numeric,bureau_history,14.314935075493235,13.179057935335631,possible_absence_of_history_or_unknown_record,structured_missing_handling_candidate_later,feature_engineering_and_modeling,no
bureau_overdue_days_record_ratio,structured_missing_or_history_availability,ratio_rate_numeric,bureau_history,14.314935075493235,13.179057935335631,possible_absence_of_history_or_unknown_record,structured_missing_handling_candidate_later,feature_engineering_and_modeling,no
bureau_overdue_amount_record_count,structured_missing_or_history_availability,discrete_count_numeric,bureau_history,14.314935075493235,13.179057935335631,possible_absence_of_history_or_unknown_record,structured_missing_handling_candidate_later,feature_engineering_and_modeling,no
bureau_overdue_amount_record_ratio,structured_missing_or_history_availability,ratio_rate_numeric,bureau_history,14.314935075493235,13.179057935335631,possible_absence_of_history_or_unknown_record,structured_missing_handling_candidate_later,feature_engineering_and_modeling,no
bureau_debt_record_count,structured_missing_or_history_availability,discrete_count_numeric,bureau_history,14.314935075493235,13.179057935335631,possible_absence_of_history_or_unknown_record,structured_missing_handling_candidate_later,feature_engineering_and_modeling,no
bureau_debt_record_ratio,structured_missing_or_history_availability,ratio_rate_numeric,bureau_history,14.314935075493235,13.179057935335631,possible_absence_of_history_or_unknown_record,structured_missing_handling_candidate_later,feature_engineering_and_modeling,no
bureau_future_enddate_count,structured_missing_or_history_availability,discrete_count_numeric,bureau_history,14.314935075493235,13.179057935335631,possible_absence_of_history_or_unknown_record,structured_missing_handling_candidate_later,feature_engineering_and_modeling,no
bureau_future_enddate_ratio,structured_missing_or_history_availability,ratio_rate_numeric,bureau_history,14.314935075493235,13.179057935335631,possible_absence_of_history_or_unknown_record,structured_missing_handling_candidate_later,feature_engineering_and_modeling,no
bureau_recent_6m_count,structured_missing_or_history_availability,discrete_count_numeric,bureau_history,14.314935075493235,13.179057935335631,possible_absence_of_history_or_unknown_record,structured_missing_handling_candidate_later,feature_engineering_and_modeling,no
bureau_recent_6m_ratio,structured_missing_or_history_availability,ratio_rate_numeric,bureau_history,14.314935075493235,13.179057935335631,possible_absence_of_history_or_unknown_record,structured_missing_handling_candidate_later,feature_engineering_and_modeling,no
bureau_recent_12m_count,structured_missing_or_history_availability,discrete_count_numeric,bureau_history,14.314935075493235,13.179057935335631,possible_absence_of_history_or_unknown_record,structured_missing_handling_candidate_later,feature_engineering_and_modeling,no
bureau_recent_12m_ratio,structured_missing_or_history_availability,ratio_rate_numeric,bureau_history,14.314935075493235,13.179057935335631,possible_absence_of_history_or_unknown_record,structured_missing_handling_candidate_later,feature_engineering_and_modeling,no
bureau_recent_24m_count,structured_missing_or_history_availability,discrete_count_numeric,bureau_history,14.314935075493235,13.179057935335631,possible_absence_of_history_or_unknown_record,structured_missing_handling_candidate_later,feature_engineering_and_modeling,no
bureau_recent_24m_ratio,structured_missing_or_history_availability,ratio_rate_numeric,bureau_history,14.314935075493235,13.179057935335631,possible_absence_of_history_or_unknown_record,structured_missing_handling_candidate_later,feature_engineering_and_modeling,no
bureau_recent_update_6m_count,structured_missing_or_history_availability,discrete_count_numeric,bureau_history,14.314935075493235,13.179057935335631,possible_absence_of_history_or_unknown_record,structured_missing_handling_candidate_later,feature_engineering_and_modeling,no
bureau_recent_update_6m_ratio,structured_missing_or_history_availability,ratio_rate_numeric,bureau_history,14.314935075493235,13.179057935335631,possible_absence_of_history_or_unknown_record,structured_missing_handling_candidate_later,feature_engineering_and_modeling,no
bureau_recent_update_12m_count,structured_missing_or_history_availability,discrete_count_numeric,bureau_history,14.314935075493235,13.179057935335631,possible_absence_of_history_or_unknown_record,structured_missing_handling_candidate_later,feature_engineering_and_modeling,no
bureau_recent_update_12m_ratio,structured_missing_or_history_availability,ratio_rate_numeric,bureau_history,14.314935075493235,13.179057935335631,possible_absence_of_history_or_unknown_record,structured_missing_handling_candidate_later,feature_engineering_and_modeling,no
bureau_with_balance_count,structured_missing_or_history_availability,discrete_count_numeric,bureau_history,14.314935075493235,13.179057935335631,possible_absence_of_history_or_unknown_record,structured_missing_handling_candidate_later,feature_engineering_and_modeling,no
bureau_with_balance_ratio,structured_missing_or_history_availability,ratio_rate_numeric,bureau_history,14.314935075493235,13.179057935335631,possible_absence_of_history_or_unknown_record,structured_missing_handling_candidate_later,feature_engineering_and_modeling,no
bureau_type_consumer_credit_count,structured_missing_or_history_availability,discrete_count_numeric,bureau_history,14.314935075493235,13.179057935335631,possible_absence_of_history_or_unknown_record,structured_missing_handling_candidate_later,feature_engineering_and_modeling,no
bureau_type_consumer_credit_ratio,structured_missing_or_history_availability,ratio_rate_numeric,bureau_history,14.314935075493235,13.179057935335631,possible_absence_of_history_or_unknown_record,structured_missing_handling_candidate_later,feature_engineering_and_modeling,no
bureau_type_credit_card_count,structured_missing_or_history_availability,discrete_count_numeric,credit_card_history,14.314935075493235,13.179057935335631,possible_absence_of_history_or_unknown_record,structured_missing_handling_candidate_later,feature_engineering_and_modeling,no
bureau_type_credit_card_ratio,structured_missing_or_history_availability,ratio_rate_numeric,credit_card_history,14.314935075493235,13.179057935335631,possible_absence_of_history_or_unknown_record,structured_missing_handling_candidate_later,feature_engineering_and_modeling,no
bureau_type_car_loan_count,structured_missing_or_history_availability,discrete_count_numeric,bureau_history,14.314935075493235,13.179057935335631,possible_absence_of_history_or_unknown_record,structured_missing_handling_candidate_later,feature_engineering_and_modeling,no
bureau_type_car_loan_ratio,structured_missing_or_history_availability,ratio_rate_numeric,bureau_history,14.314935075493235,13.179057935335631,possible_absence_of_history_or_unknown_record,structured_missing_handling_candidate_later,feature_engineering_and_modeling,no
bureau_type_mortgage_count,structured_missing_or_history_availability,discrete_count_numeric,bureau_history,14.314935075493235,13.179057935335631,possible_absence_of_history_or_unknown_record,structured_missing_handling_candidate_later,feature_engineering_and_modeling,no
bureau_type_mortgage_ratio,structured_missing_or_history_availability,ratio_rate_numeric,bureau_history,14.314935075493235,13.179057935335631,possible_absence_of_history_or_unknown_record,structured_missing_handling_candidate_later,feature_engineering_and_modeling,no
bureau_type_microloan_count,structured_missing_or_history_availability,discrete_count_numeric,bureau_history,14.314935075493235,13.179057935335631,possible_absence_of_history_or_unknown_record,structured_missing_handling_candidate_later,feature_engineering_and_modeling,no
bureau_type_microloan_ratio,structured_missing_or_history_availability,ratio_rate_numeric,bureau_history,14.314935075493235,13.179057935335631,possible_absence_of_history_or_unknown_record,structured_missing_handling_candidate_later,feature_engineering_and_modeling,no
bureau_type_business_loan_count,structured_missing_or_history_availability,discrete_count_numeric,bureau_history,14.314935075493235,13.179057935335631,possible_absence_of_history_or_unknown_record,structured_missing_handling_candidate_later,feature_engineering_and_modeling,no
bureau_type_business_loan_ratio,structured_missing_or_history_availability,ratio_rate_numeric,bureau_history,14.314935075493235,13.179057935335631,possible_absence_of_history_or_unknown_record,structured_missing_handling_candidate_later,feature_engineering_and_modeling,no
bureau_type_working_capital_loan_count,structured_missing_or_history_availability,discrete_count_numeric,bureau_history,14.314935075493235,13.179057935335631,possible_absence_of_history_or_unknown_record,structured_missing_handling_candidate_later,feature_engineering_and_modeling,no
bureau_type_working_capital_loan_ratio,structured_missing_or_history_availability,ratio_rate_numeric,bureau_history,14.314935075493235,13.179057935335631,possible_absence_of_history_or_unknown_record,structured_missing_handling_candidate_later,feature_engineering_and_modeling,no
bureau_type_other_count,structured_missing_or_history_availability,discrete_count_numeric,bureau_history,14.314935075493235,13.179057935335631,possible_absence_of_history_or_unknown_record,structured_missing_handling_candidate_later,feature_engineering_and_modeling,no
bureau_type_other_ratio,structured_missing_or_history_availability,ratio_rate_numeric,bureau_history,14.314935075493235,13.179057935335631,possible_absence_of_history_or_unknown_record,structured_missing_handling_candidate_later,feature_engineering_and_modeling,no
bureau_record_per_credit_type_avg,structured_missing_or_history_availability,continuous_amount_numeric,bureau_history,14.314935075493235,13.179057935335631,possible_absence_of_history_or_unknown_record,structured_missing_handling_candidate_later,feature_engineering_and_modeling,no
bureau_credit_amount_sum,structured_missing_or_history_availability,continuous_amount_numeric,bureau_history,14.314935075493235,13.179057935335631,possible_absence_of_history_or_unknown_record,structured_missing_handling_candidate_later,feature_engineering_and_modeling,no
bureau_credit_amount_mean,structured_missing_or_history_availability,continuous_amount_numeric,bureau_history,14.315260267112395,13.181109469883474,possible_absence_of_history_or_unknown_record,structured_missing_handling_candidate_later,feature_engineering_and_modeling,no
bureau_credit_amount_max,structured_missing_or_history_availability,continuous_amount_numeric,bureau_history,14.315260267112395,13.181109469883474,possible_absence_of_history_or_unknown_record,structured_missing_handling_candidate_later,feature_engineering_and_modeling,no
bureau_credit_amount_min,structured_missing_or_history_availability,continuous_amount_numeric,bureau_history,14.315260267112395,13.181109469883474,possible_absence_of_history_or_unknown_record,structured_missing_handling_candidate_later,feature_engineering_and_modeling,no
bureau_credit_amount_std,structured_missing_or_history_availability,continuous_stat_numeric,bureau_history,26.045247161890146,24.35786968652552,possible_absence_of_history_or_unknown_record,structured_missing_handling_candidate_later,feature_engineering_and_modeling,no
bureau_debt_amount_sum,structured_missing_or_history_availability,continuous_amount_numeric,bureau_history,14.314935075493235,13.179057935335631,possible_absence_of_history_or_unknown_record,structured_missing_handling_candidate_later,feature_engineering_and_modeling,no
bureau_debt_amount_mean,structured_missing_or_history_availability,continuous_amount_numeric,bureau_history,16.708345392522546,15.255210897751518,possible_absence_of_history_or_unknown_record,structured_missing_handling_candidate_later,feature_engineering_and_modeling,no
bureau_debt_amount_max,structured_missing_or_history_availability,continuous_amount_numeric,bureau_history,16.708345392522546,15.255210897751518,possible_absence_of_history_or_unknown_record,structured_missing_handling_candidate_later,feature_engineering_and_modeling,no
bureau_debt_amount_min,structured_missing_or_history_availability,continuous_amount_numeric,bureau_history,16.708345392522546,15.255210897751518,possible_absence_of_history_or_unknown_record,structured_missing_handling_candidate_later,feature_engineering_and_modeling,no
bureau_debt_amount_std,structured_missing_or_history_availability,continuous_stat_numeric,bureau_history,30.366068205690205,28.159363203676353,possible_absence_of_history_or_unknown_record,structured_missing_handling_candidate_later,feature_engineering_and_modeling,no
bureau_limit_amount_sum,structured_missing_or_history_availability,continuous_amount_numeric,bureau_history,14.314935075493235,13.179057935335631,possible_absence_of_history_or_unknown_record,structured_missing_handling_candidate_later,feature_engineering_and_modeling,no
bureau_limit_amount_mean,structured_missing_or_history_availability,continuous_amount_numeric,bureau_history,21.15989346722556,21.916543574593796,possible_absence_of_history_or_unknown_record,structured_missing_handling_candidate_later,feature_engineering_and_modeling,no
bureau_limit_amount_max,structured_missing_or_history_availability,continuous_amount_numeric,bureau_history,21.15989346722556,21.916543574593796,possible_absence_of_history_or_unknown_record,structured_missing_handling_candidate_later,feature_engineering_and_modeling,no
bureau_annuity_amount_sum,structured_missing_or_history_availability,continuous_amount_numeric,bureau_history,14.314935075493235,13.179057935335631,possible_absence_of_history_or_unknown_record,structured_missing_handling_candidate_later,feature_engineering_and_modeling,no
bureau_annuity_amount_mean,structured_missing_or_history_availability,continuous_amount_numeric,bureau_history,73.98174374250027,21.600607254226162,possible_absence_of_history_or_unknown_record,structured_missing_handling_candidate_later,feature_engineering_and_modeling,no
bureau_annuity_amount_max,structured_missing_or_history_availability,continuous_amount_numeric,bureau_history,73.98174374250027,21.600607254226162,possible_absence_of_history_or_unknown_record,structured_missing_handling_candidate_later,feature_engineering_and_modeling,no
bureau_overdue_amount_sum,structured_missing_or_history_availability,continuous_amount_numeric,bureau_history,14.314935075493235,13.179057935335631,possible_absence_of_history_or_unknown_record,structured_missing_handling_candidate_later,feature_engineering_and_modeling,no
bureau_overdue_amount_mean,structured_missing_or_history_availability,continuous_amount_numeric,bureau_history,14.314935075493235,13.179057935335631,possible_absence_of_history_or_unknown_record,structured_missing_handling_candidate_later,feature_engineering_and_modeling,no
bureau_overdue_amount_max,structured_missing_or_history_availability,continuous_amount_numeric,bureau_history,14.314935075493235,13.179057935335631,possible_absence_of_history_or_unknown_record,structured_missing_handling_candidate_later,feature_engineering_and_modeling,no
bureau_max_overdue_amount_sum,structured_missing_or_history_availability,continuous_amount_numeric,bureau_history,14.314935075493235,13.179057935335631,possible_absence_of_history_or_unknown_record,structured_missing_handling_candidate_later,feature_engineering_and_modeling,no
bureau_max_overdue_amount_mean,structured_missing_or_history_availability,continuous_amount_numeric,bureau_history,40.201813918851684,40.33111767602166,possible_absence_of_history_or_unknown_record,structured_missing_handling_candidate_later,feature_engineering_and_modeling,no
bureau_max_overdue_amount_max,structured_missing_or_history_availability,continuous_amount_numeric,bureau_history,40.201813918851684,40.33111767602166,possible_absence_of_history_or_unknown_record,structured_missing_handling_candidate_later,feature_engineering_and_modeling,no
bureau_overdue_days_sum,structured_missing_or_history_availability,overdue_delay_numeric,bureau_history,14.314935075493235,13.179057935335631,possible_absence_of_history_or_unknown_record,structured_missing_handling_candidate_later,feature_engineering_and_modeling,no
bureau_overdue_days_mean,structured_missing_or_history_availability,overdue_delay_numeric,bureau_history,14.314935075493235,13.179057935335631,possible_absence_of_history_or_unknown_record,structured_missing_handling_candidate_later,feature_engineering_and_modeling,no
bureau_overdue_days_max,structured_missing_or_history_availability,overdue_delay_numeric,bureau_history,14.314935075493235,13.179057935335631,possible_absence_of_history_or_unknown_record,structured_missing_handling_candidate_later,feature_engineering_and_modeling,no
bureau_prolong_sum,structured_missing_or_history_availability,discrete_count_numeric,bureau_history,14.314935075493235,13.179057935335631,possible_absence_of_history_or_unknown_record,structured_missing_handling_candidate_later,feature_engineering_and_modeling,no
bureau_prolong_mean,structured_missing_or_history_availability,discrete_count_numeric,bureau_history,14.314935075493235,13.179057935335631,possible_absence_of_history_or_unknown_record,structured_missing_handling_candidate_later,feature_engineering_and_modeling,no
bureau_prolong_max,structured_missing_or_history_availability,discrete_count_numeric,bureau_history,14.314935075493235,13.179057935335631,possible_absence_of_history_or_unknown_record,structured_missing_handling_candidate_later,feature_engineering_and_modeling,no
bureau_days_credit_min,structured_missing_or_history_availability,date_duration_numeric,bureau_history,14.314935075493235,13.179057935335631,possible_absence_of_history_or_unknown_record,structured_missing_handling_candidate_later,feature_engineering_and_modeling,no
bureau_days_credit_max,structured_missing_or_history_availability,date_duration_numeric,bureau_history,14.314935075493235,13.179057935335631,possible_absence_of_history_or_unknown_record,structured_missing_handling_candidate_later,feature_engineering_and_modeling,no
bureau_days_credit_mean,structured_missing_or_history_availability,date_duration_numeric,bureau_history,14.314935075493235,13.179057935335631,possible_absence_of_history_or_unknown_record,structured_missing_handling_candidate_later,feature_engineering_and_modeling,no
bureau_days_credit_std,structured_missing_or_history_availability,continuous_stat_numeric,bureau_history,26.045247161890146,24.35581815197768,possible_absence_of_history_or_unknown_record,structured_missing_handling_candidate_later,feature_engineering_and_modeling,no
bureau_days_enddate_min,structured_missing_or_history_availability,date_duration_numeric,bureau_history,15.046291026987651,13.86837354341047,possible_absence_of_history_or_unknown_record,structured_missing_handling_candidate_later,feature_engineering_and_modeling,no
bureau_days_enddate_max,structured_missing_or_history_availability,date_duration_numeric,bureau_history,15.046291026987651,13.86837354341047,possible_absence_of_history_or_unknown_record,structured_missing_handling_candidate_later,feature_engineering_and_modeling,no
bureau_days_enddate_mean,structured_missing_or_history_availability,date_duration_numeric,bureau_history,15.046291026987651,13.86837354341047,possible_absence_of_history_or_unknown_record,structured_missing_handling_candidate_later,feature_engineering_and_modeling,no
bureau_days_enddate_fact_min,structured_missing_or_history_availability,date_duration_numeric,bureau_history,25.090484568031712,22.451994091580502,possible_absence_of_history_or_unknown_record,structured_missing_handling_candidate_later,feature_engineering_and_modeling,no
bureau_days_enddate_fact_max,structured_missing_or_history_availability,date_duration_numeric,bureau_history,25.090484568031712,22.451994091580502,possible_absence_of_history_or_unknown_record,structured_missing_handling_candidate_later,feature_engineering_and_modeling,no
bureau_days_enddate_fact_mean,structured_missing_or_history_availability,date_duration_numeric,bureau_history,25.090484568031712,22.451994091580502,possible_absence_of_history_or_unknown_record,structured_missing_handling_candidate_later,feature_engineering_and_modeling,no
bureau_days_update_min,structured_missing_or_history_availability,date_duration_numeric,bureau_history,14.314935075493235,13.179057935335631,possible_absence_of_history_or_unknown_record,structured_missing_handling_candidate_later,feature_engineering_and_modeling,no
bureau_days_update_max,structured_missing_or_history_availability,date_duration_numeric,bureau_history,14.314935075493235,13.179057935335631,possible_absence_of_history_or_unknown_record,structured_missing_handling_candidate_later,feature_engineering_and_modeling,no
bureau_days_update_mean,structured_missing_or_history_availability,date_duration_numeric,bureau_history,14.314935075493235,13.179057935335631,possible_absence_of_history_or_unknown_record,structured_missing_handling_candidate_later,feature_engineering_and_modeling,no
bureau_days_update_std,structured_missing_or_history_availability,continuous_stat_numeric,bureau_history,26.045247161890146,24.35581815197768,possible_absence_of_history_or_unknown_record,structured_missing_handling_candidate_later,feature_engineering_and_modeling,no
bureau_debt_to_credit_mean,structured_missing_or_history_availability,ratio_rate_numeric,bureau_history,17.116135682951178,15.690136221893978,possible_absence_of_history_or_unknown_record,structured_missing_handling_candidate_later,feature_engineering_and_modeling,no
bureau_debt_to_credit_max,structured_missing_or_history_availability,ratio_rate_numeric,bureau_history,17.116135682951178,15.690136221893978,possible_absence_of_history_or_unknown_record,structured_missing_handling_candidate_later,feature_engineering_and_modeling,no
bureau_debt_to_credit_min,structured_missing_or_history_availability,ratio_rate_numeric,bureau_history,17.116135682951178,15.690136221893978,possible_absence_of_history_or_unknown_record,structured_missing_handling_candidate_later,feature_engineering_and_modeling,no
bureau_overdue_to_credit_mean,structured_missing_or_history_availability,ratio_rate_numeric,bureau_history,14.667117599045238,13.575004103069096,possible_absence_of_history_or_unknown_record,structured_missing_handling_candidate_later,feature_engineering_and_modeling,no
bureau_overdue_to_credit_max,structured_missing_or_history_availability,ratio_rate_numeric,bureau_history,14.667117599045238,13.575004103069096,possible_absence_of_history_or_unknown_record,structured_missing_handling_candidate_later,feature_engineering_and_modeling,no
bureau_annuity_to_credit_mean,structured_missing_or_history_availability,ratio_rate_numeric,bureau_history,74.16645258218405,21.924749712785164,possible_absence_of_history_or_unknown_record,structured_missing_handling_candidate_later,feature_engineering_and_modeling,no
bureau_annuity_to_credit_max,structured_missing_or_history_availability,ratio_rate_numeric,bureau_history,74.16645258218405,21.924749712785164,possible_absence_of_history_or_unknown_record,structured_missing_handling_candidate_later,feature_engineering_and_modeling,no
bureau_debt_to_limit_mean,structured_missing_or_history_availability,ratio_rate_numeric,bureau_history,84.13292532624848,84.32627605448876,possible_absence_of_history_or_unknown_record,structured_missing_handling_candidate_later,feature_engineering_and_modeling,no
bureau_debt_to_limit_max,structured_missing_or_history_availability,ratio_rate_numeric,bureau_history,84.13292532624848,84.32627605448876,possible_absence_of_history_or_unknown_record,structured_missing_handling_candidate_later,feature_engineering_and_modeling,no
bureau_enddate_gap_mean,structured_missing_or_history_availability,continuous_stat_numeric,bureau_history,25.583475062680684,22.925898572131956,possible_absence_of_history_or_unknown_record,structured_missing_handling_candidate_later,feature_engineering_and_modeling,no
bureau_enddate_gap_max,structured_missing_or_history_availability,continuous_stat_numeric,bureau_history,25.583475062680684,22.925898572131956,possible_absence_of_history_or_unknown_record,structured_missing_handling_candidate_later,feature_engineering_and_modeling,no
bureau_enddate_gap_min,structured_missing_or_history_availability,continuous_stat_numeric,bureau_history,25.583475062680684,22.925898572131956,possible_absence_of_history_or_unknown_record,structured_missing_handling_candidate_later,feature_engineering_and_modeling,no
bureau_credit_history_span,structured_missing_or_history_availability,date_duration_numeric,bureau_history,14.314935075493235,13.179057935335631,possible_absence_of_history_or_unknown_record,structured_missing_handling_candidate_later,feature_engineering_and_modeling,no
bureau_total_debt_to_credit_ratio,structured_missing_or_history_availability,ratio_rate_numeric,bureau_history,14.667117599045238,13.575004103069096,possible_absence_of_history_or_unknown_record,structured_missing_handling_candidate_later,feature_engineering_and_modeling,no
bureau_total_overdue_to_credit_ratio,structured_missing_or_history_availability,ratio_rate_numeric,bureau_history,14.667117599045238,13.575004103069096,possible_absence_of_history_or_unknown_record,structured_missing_handling_candidate_later,feature_engineering_and_modeling,no
bureau_total_annuity_to_credit_ratio,structured_missing_or_history_availability,ratio_rate_numeric,bureau_history,14.667117599045238,13.575004103069096,possible_absence_of_history_or_unknown_record,structured_missing_handling_candidate_later,feature_engineering_and_modeling,no
bureau_active_credit_amount_sum,structured_missing_or_history_availability,continuous_amount_numeric,bureau_history,29.38463989906052,28.8835548990645,possible_absence_of_history_or_unknown_record,structured_missing_handling_candidate_later,feature_engineering_and_modeling,no
bureau_active_credit_amount_mean,structured_missing_or_history_availability,continuous_amount_numeric,bureau_history,29.38496509067968,28.887657968160184,possible_absence_of_history_or_unknown_record,structured_missing_handling_candidate_later,feature_engineering_and_modeling,no
bureau_active_credit_amount_max,structured_missing_or_history_availability,continuous_amount_numeric,bureau_history,29.38496509067968,28.887657968160184,possible_absence_of_history_or_unknown_record,structured_missing_handling_candidate_later,feature_engineering_and_modeling,no
bureau_active_debt_amount_sum,structured_missing_or_history_availability,continuous_amount_numeric,bureau_history,29.38463989906052,28.8835548990645,possible_absence_of_history_or_unknown_record,structured_missing_handling_candidate_later,feature_engineering_and_modeling,no
bureau_active_debt_amount_mean,structured_missing_or_history_availability,continuous_amount_numeric,bureau_history,32.84337796046321,31.58132282947645,possible_absence_of_history_or_unknown_record,structured_missing_handling_candidate_later,feature_engineering_and_modeling,no
bureau_active_debt_amount_max,structured_missing_or_history_availability,continuous_amount_numeric,bureau_history,32.84337796046321,31.58132282947645,possible_absence_of_history_or_unknown_record,structured_missing_handling_candidate_later,feature_engineering_and_modeling,no
bureau_active_limit_amount_sum,structured_missing_or_history_availability,continuous_amount_numeric,bureau_history,29.38463989906052,28.8835548990645,possible_absence_of_history_or_unknown_record,structured_missing_handling_candidate_later,feature_engineering_and_modeling,no
bureau_active_limit_amount_mean,structured_missing_or_history_availability,continuous_amount_numeric,bureau_history,38.62723609887126,39.7341211225997,possible_absence_of_history_or_unknown_record,structured_missing_handling_candidate_later,feature_engineering_and_modeling,no
bureau_active_limit_amount_max,structured_missing_or_history_availability,continuous_amount_numeric,bureau_history,38.62723609887126,39.7341211225997,possible_absence_of_history_or_unknown_record,structured_missing_handling_candidate_later,feature_engineering_and_modeling,no
bureau_active_annuity_amount_sum,structured_missing_or_history_availability,continuous_amount_numeric,bureau_history,29.38463989906052,28.8835548990645,possible_absence_of_history_or_unknown_record,structured_missing_handling_candidate_later,feature_engineering_and_modeling,no
bureau_active_annuity_amount_mean,structured_missing_or_history_availability,continuous_amount_numeric,bureau_history,80.05079493091304,35.62284588872476,possible_absence_of_history_or_unknown_record,structured_missing_handling_candidate_later,feature_engineering_and_modeling,no
bureau_active_annuity_amount_max,structured_missing_or_history_availability,continuous_amount_numeric,bureau_history,80.05079493091304,35.62284588872476,possible_absence_of_history_or_unknown_record,structured_missing_handling_candidate_later,feature_engineering_and_modeling,no
bureau_active_overdue_amount_sum,structured_missing_or_history_availability,continuous_amount_numeric,bureau_history,29.38463989906052,28.8835548990645,possible_absence_of_history_or_unknown_record,structured_missing_handling_candidate_later,feature_engineering_and_modeling,no
bureau_active_overdue_amount_mean,structured_missing_or_history_availability,continuous_amount_numeric,bureau_history,29.38463989906052,28.8835548990645,possible_absence_of_history_or_unknown_record,structured_missing_handling_candidate_later,feature_engineering_and_modeling,no
bureau_active_overdue_amount_max,structured_missing_or_history_availability,continuous_amount_numeric,bureau_history,29.38463989906052,28.8835548990645,possible_absence_of_history_or_unknown_record,structured_missing_handling_candidate_later,feature_engineering_and_modeling,no
bureau_active_overdue_days_sum,structured_missing_or_history_availability,overdue_delay_numeric,bureau_history,29.38463989906052,28.8835548990645,possible_absence_of_history_or_unknown_record,structured_missing_handling_candidate_later,feature_engineering_and_modeling,no
