feature,feature_category,categorical_family,dtype_train,dtype_test,missing_pct_train,missing_pct_test,n_unique_train,n_unique_test,zero_pct_train,one_pct_train,zero_pct_test,one_pct_test,one_pct_gap,top_value_train,top_value_pct_train,top_value_test,top_value_pct_test,constant_train,constant_test,sample_values,source_group,special_case_type,rare_flag_type,recommended_next_action,validation_stage,drop_now
FLAG_DOCUMENT_19,binary_flag,binary_flag,int8,int8,0.0,0.0,2,1,99.94048993369343,0.05951006630657115,100.0,0.0,0.05951006630657115,0.0,99.94048993369343,0.0,100.0,False,True,0 | 1,document_flag,rare_or_near_constant_binary_flag,test_constant_flag,keep_as_binary_candidate_and_validate_predictive_value_later,bivariate_multivariate_and_modeling,no
FLAG_DOCUMENT_2,binary_flag,binary_flag,int8,int8,0.0,0.0,2,1,99.99577250895089,0.004227491049100683,100.0,0.0,0.004227491049100683,0.0,99.99577250895089,0.0,100.0,False,True,0 | 1,document_flag,rare_or_near_constant_binary_flag,test_constant_flag,keep_as_binary_candidate_and_validate_predictive_value_later,bivariate_multivariate_and_modeling,no
FLAG_DOCUMENT_20,binary_flag,binary_flag,int8,int8,0.0,0.0,2,1,99.9492701074108,0.05072989258920819,100.0,0.0,0.05072989258920819,0.0,99.9492701074108,0.0,100.0,False,True,0 | 1,document_flag,rare_or_near_constant_binary_flag,test_constant_flag,keep_as_binary_candidate_and_validate_predictive_value_later,bivariate_multivariate_and_modeling,no
FLAG_DOCUMENT_21,binary_flag,binary_flag,int8,int8,0.0,0.0,2,1,99.96650526322635,0.03349473677364387,100.0,0.0,0.03349473677364387,0.0,99.96650526322635,0.0,100.0,False,True,0 | 1,document_flag,rare_or_near_constant_binary_flag,test_constant_flag,keep_as_binary_candidate_and_validate_predictive_value_later,bivariate_multivariate_and_modeling,no
FLAG_DOCUMENT_3,binary_flag,binary_flag,int8,int8,0.0,0.0,2,2,28.997661872258227,71.00233812774177,21.338010832102412,78.66198916789759,7.659651040155822,1.0,71.00233812774177,1.0,78.66198916789759,False,False,1 | 0,document_flag,rare_or_near_constant_binary_flag,rare_binary_flag,keep_as_binary_candidate_and_validate_predictive_value_later,bivariate_multivariate_and_modeling,no
FLAG_DOCUMENT_4,binary_flag,binary_flag,int8,int8,0.0,0.0,2,2,99.99187020952095,0.008129790479039774,99.98974232726079,0.010257672739208929,0.0021278822601691547,0.0,99.99187020952095,0.0,99.98974232726079,False,False,0 | 1,document_flag,rare_or_near_constant_binary_flag,almost_constant_binary_flag,keep_as_binary_candidate_and_validate_predictive_value_later,bivariate_multivariate_and_modeling,no
FLAG_DOCUMENT_5,binary_flag,binary_flag,int8,int8,0.0,0.0,2,2,98.48850935413692,1.5114906458630748,98.52494666010175,1.475053339898244,0.03643730596483086,0.0,98.48850935413692,0.0,98.52494666010175,False,False,0 | 1,document_flag,rare_or_near_constant_binary_flag,rare_binary_flag,keep_as_binary_candidate_and_validate_predictive_value_later,bivariate_multivariate_and_modeling,no
FLAG_DOCUMENT_6,binary_flag,binary_flag,int8,int8,0.0,0.0,2,2,91.19446133634244,8.80553866365756,91.25225668800263,8.747743311997375,0.057795351660184124,0.0,91.19446133634244,0.0,91.25225668800263,False,False,0 | 1,document_flag,rare_or_near_constant_binary_flag,rare_binary_flag,keep_as_binary_candidate_and_validate_predictive_value_later,bivariate_multivariate_and_modeling,no
FLAG_DOCUMENT_7,binary_flag,binary_flag,int8,int8,0.0,0.0,2,2,99.98081369446946,0.019186305530533868,99.99589693090431,0.004103069095683571,0.015083236434850296,0.0,99.98081369446946,0.0,99.99589693090431,False,False,0 | 1,document_flag,rare_or_near_constant_binary_flag,almost_constant_binary_flag,keep_as_binary_candidate_and_validate_predictive_value_later,bivariate_multivariate_and_modeling,no
FLAG_DOCUMENT_8,binary_flag,binary_flag,int8,int8,0.0,0.0,2,2,91.86240492210035,8.137595077899652,91.15378302970623,8.84621697029378,0.7086218923941274,0.0,91.86240492210035,0.0,91.15378302970623,False,False,0 | 1,document_flag,rare_or_near_constant_binary_flag,rare_binary_flag,keep_as_binary_candidate_and_validate_predictive_value_later,bivariate_multivariate_and_modeling,no
FLAG_DOCUMENT_9,binary_flag,binary_flag,int8,int8,0.0,0.0,2,2,99.61042044024441,0.389579559755586,99.55071393402265,0.44928606597735105,0.05970650622176504,0.0,99.61042044024441,0.0,99.55071393402265,False,False,0 | 1,document_flag,rare_or_near_constant_binary_flag,near_constant_binary_flag,keep_as_binary_candidate_and_validate_predictive_value_later,bivariate_multivariate_and_modeling,no
FLAG_MOBIL,binary_flag,binary_flag,int8,int8,0.0,0.0,2,2,0.00032519161916159093,99.99967480838083,0.0020515345478417856,99.99794846545215,0.001726342928677127,1.0,99.99967480838083,1.0,99.99794846545215,False,False,1 | 0,application_flag,rare_or_near_constant_binary_flag,almost_constant_binary_flag,keep_as_binary_candidate_and_validate_predictive_value_later,bivariate_multivariate_and_modeling,no
bureau_bad_debt_count,binary_flag,binary_flag,float32,float32,14.314935075493235,13.179057935335631,2,2,99.9924096079183,0.00759039208170298,99.9976370510397,0.0023629489603024575,0.0052274431214005225,0.0,99.9924096079183,0.0,99.9976370510397,False,False,0.0 | 1.0,bureau_history,rare_or_near_constant_binary_flag,almost_constant_binary_flag,keep_as_binary_candidate_and_validate_predictive_value_later,bivariate_multivariate_and_modeling,no
bureau_latest_type_business_loan_flag,binary_flag,binary_flag,float32,float32,14.314935075493235,13.179057935335631,2,2,99.94952389265667,0.05047610734332481,99.93383742911152,0.06616257088846882,0.015686463545144004,0.0,99.94952389265667,0.0,99.93383742911152,False,False,0.0 | 1.0,bureau_history,rare_or_near_constant_binary_flag,almost_constant_binary_flag,keep_as_binary_candidate_and_validate_predictive_value_later,bivariate_multivariate_and_modeling,no
bureau_latest_type_microloan_flag,binary_flag,binary_flag,float32,float32,14.314935075493235,13.179057935335631,2,2,99.09522526386101,0.9047747361389953,98.1734404536862,1.8265595463137996,0.9217848101748043,0.0,99.09522526386101,0.0,98.1734404536862,False,False,0.0 | 1.0,bureau_history,rare_or_near_constant_binary_flag,near_constant_binary_flag,keep_as_binary_candidate_and_validate_predictive_value_later,bivariate_multivariate_and_modeling,no
bureau_latest_type_working_capital_loan_flag,binary_flag,binary_flag,float32,float32,14.314935075493235,13.179057935335631,2,2,99.9411744613668,0.058825538633198095,99.90075614366731,0.09924385633270322,0.04041831769950512,0.0,99.9411744613668,0.0,99.90075614366731,False,False,0.0 | 1.0,bureau_history,rare_or_near_constant_binary_flag,almost_constant_binary_flag,keep_as_binary_candidate_and_validate_predictive_value_later,bivariate_multivariate_and_modeling,no
cc_contract_with_dpd_def_30plus_count,binary_flag,binary_flag,float32,float32,71.73922233676193,65.83579517479075,2,2,99.56849433289224,0.4315056671077614,99.8919113673212,0.10808863267879662,0.32341703442896474,0.0,99.56849433289224,0.0,99.8919113673212,False,False,0.0 | 1.0,credit_card_history,rare_or_near_constant_binary_flag,near_constant_binary_flag,keep_as_binary_candidate_and_validate_predictive_value_later,bivariate_multivariate_and_modeling,no
cc_contract_with_dpd_def_60plus_count,binary_flag,binary_flag,float32,float32,71.73922233676193,65.83579517479075,2,2,99.88838386744146,0.11161613255854094,99.89791629135891,0.1020837086410857,0.009532423917455249,0.0,99.88838386744146,0.0,99.89791629135891,False,False,0.0 | 1.0,credit_card_history,rare_or_near_constant_binary_flag,near_constant_binary_flag,keep_as_binary_candidate_and_validate_predictive_value_later,bivariate_multivariate_and_modeling,no
cc_contract_with_dpd_def_90plus_count,binary_flag,binary_flag,float32,float32,71.73922233676193,65.83579517479075,2,2,99.97353431908405,0.026465680915942695,99.90392121539664,0.09607878460337477,0.06961310368743207,0.0,99.97353431908405,0.0,99.90392121539664,False,False,0.0 | 1.0,credit_card_history,rare_or_near_constant_binary_flag,almost_constant_binary_flag,keep_as_binary_candidate_and_validate_predictive_value_later,bivariate_multivariate_and_modeling,no
cc_latest_dpd_30plus_flag,binary_flag,binary_flag,float32,float32,71.73922233676193,65.83579517479075,2,2,99.17265980093205,0.8273401990679478,99.41752236834203,0.5824776316579595,0.24486256740998824,0.0,99.17265980093205,0.0,99.41752236834203,False,False,0.0 | 1.0,credit_card_history,rare_or_near_constant_binary_flag,near_constant_binary_flag,keep_as_binary_candidate_and_validate_predictive_value_later,bivariate_multivariate_and_modeling,no
cc_latest_dpd_60plus_flag,binary_flag,binary_flag,float32,float32,71.73922233676193,65.83579517479075,2,2,99.20718025430068,0.7928197456993269,99.42953221641746,0.5704677835825377,0.2223519621167892,0.0,99.20718025430068,0.0,99.42953221641746,False,False,0.0 | 1.0,credit_card_history,rare_or_near_constant_binary_flag,near_constant_binary_flag,keep_as_binary_candidate_and_validate_predictive_value_later,bivariate_multivariate_and_modeling,no
cc_latest_dpd_90plus_flag,binary_flag,binary_flag,float32,float32,71.73922233676193,65.83579517479075,2,2,99.22328979920603,0.7767102007939705,99.43553714045518,0.5644628595448268,0.21224734124914368,0.0,99.22328979920603,0.0,99.43553714045518,False,False,0.0 | 1.0,credit_card_history,rare_or_near_constant_binary_flag,near_constant_binary_flag,keep_as_binary_candidate_and_validate_predictive_value_later,bivariate_multivariate_and_modeling,no
cc_latest_has_dpd_def,binary_flag,binary_flag,float32,float32,71.73922233676193,65.83579517479075,2,2,99.67665842011392,0.32334157988608253,99.75980303849157,0.24019696150843692,0.08314461837764561,0.0,99.67665842011392,0.0,99.75980303849157,False,False,0.0 | 1.0,credit_card_history,rare_or_near_constant_binary_flag,near_constant_binary_flag,keep_as_binary_candidate_and_validate_predictive_value_later,bivariate_multivariate_and_modeling,no
cc_latest_has_dpd_def_max,binary_flag,binary_flag,float32,float32,71.73922233676193,65.83579517479075,2,2,99.67665842011392,0.32334157988608253,99.75980303849157,0.24019696150843692,0.08314461837764561,0.0,99.67665842011392,0.0,99.75980303849157,False,False,0.0 | 1.0,credit_card_history,rare_or_near_constant_binary_flag,near_constant_binary_flag,keep_as_binary_candidate_and_validate_predictive_value_later,bivariate_multivariate_and_modeling,no
cc_latest_has_dpd_def_min,binary_flag,binary_flag,float32,float32,71.73922233676193,65.83579517479075,2,2,99.68011046545078,0.3198895345492204,99.75980303849157,0.24019696150843692,0.0796925730407835,0.0,99.68011046545078,0.0,99.75980303849157,False,False,0.0 | 1.0,credit_card_history,rare_or_near_constant_binary_flag,near_constant_binary_flag,keep_as_binary_candidate_and_validate_predictive_value_later,bivariate_multivariate_and_modeling,no
cc_latest_has_dpd_def_sum,binary_flag,binary_flag,float32,float32,71.73922233676193,65.83579517479075,2,2,99.67665842011392,0.32334157988608253,99.75980303849157,0.24019696150843692,0.08314461837764561,0.0,99.67665842011392,0.0,99.75980303849157,False,False,0.0 | 1.0,credit_card_history,rare_or_near_constant_binary_flag,near_constant_binary_flag,keep_as_binary_candidate_and_validate_predictive_value_later,bivariate_multivariate_and_modeling,no
cc_latest_status_approved_flag,binary_flag,binary_flag,float32,float32,71.73922233676193,65.83579517479075,1,1,100.0,0.0,100.0,0.0,0.0,0.0,100.0,0.0,100.0,False,False,0.0,credit_card_history,rare_or_near_constant_binary_flag,almost_constant_binary_flag,keep_as_binary_candidate_and_validate_predictive_value_later,bivariate_multivariate_and_modeling,no
cc_latest_status_canceled_flag,binary_flag,binary_flag,float32,float32,71.73922233676193,65.83579517479075,1,1,100.0,0.0,100.0,0.0,0.0,0.0,100.0,0.0,100.0,False,False,0.0,credit_card_history,rare_or_near_constant_binary_flag,almost_constant_binary_flag,keep_as_binary_candidate_and_validate_predictive_value_later,bivariate_multivariate_and_modeling,no
cc_latest_status_demand_flag,binary_flag,binary_flag,float32,float32,71.73922233676193,65.83579517479075,2,2,99.98273977331569,0.017260226684310456,99.95796553173602,0.04203446826397646,0.024774241579666,0.0,99.98273977331569,0.0,99.95796553173602,False,False,0.0 | 1.0,credit_card_history,rare_or_near_constant_binary_flag,almost_constant_binary_flag,keep_as_binary_candidate_and_validate_predictive_value_later,bivariate_multivariate_and_modeling,no
cc_latest_status_refused_flag,binary_flag,binary_flag,float32,float32,71.73922233676193,65.83579517479075,1,1,100.0,0.0,100.0,0.0,0.0,0.0,100.0,0.0,100.0,False,False,0.0,credit_card_history,rare_or_near_constant_binary_flag,almost_constant_binary_flag,keep_as_binary_candidate_and_validate_predictive_value_later,bivariate_multivariate_and_modeling,no
cc_latest_status_signed_flag,binary_flag,binary_flag,float32,float32,71.73922233676193,65.83579517479075,2,2,99.96202750129451,0.037972498705483,99.98799015192458,0.012009848075421846,0.025962650630061153,0.0,99.96202750129451,0.0,99.98799015192458,False,False,0.0 | 1.0,credit_card_history,rare_or_near_constant_binary_flag,almost_constant_binary_flag,keep_as_binary_candidate_and_validate_predictive_value_later,bivariate_multivariate_and_modeling,no
cc_missing_credit_limit_count_max,binary_flag,binary_flag,float32,float32,71.73922233676193,65.83579517479075,1,1,100.0,0.0,100.0,0.0,0.0,0.0,100.0,0.0,100.0,False,False,0.0,credit_card_history,rare_or_near_constant_binary_flag,almost_constant_binary_flag,keep_as_binary_candidate_and_validate_predictive_value_later,bivariate_multivariate_and_modeling,no
cc_missing_credit_limit_count_mean,binary_flag,binary_flag,float32,float32,71.73922233676193,65.83579517479075,1,1,100.0,0.0,100.0,0.0,0.0,0.0,100.0,0.0,100.0,False,False,0.0,credit_card_history,rare_or_near_constant_binary_flag,almost_constant_binary_flag,keep_as_binary_candidate_and_validate_predictive_value_later,bivariate_multivariate_and_modeling,no
cc_missing_credit_limit_count_sum,binary_flag,binary_flag,float32,float32,71.73922233676193,65.83579517479075,1,1,100.0,0.0,100.0,0.0,0.0,0.0,100.0,0.0,100.0,False,False,0.0,credit_card_history,rare_or_near_constant_binary_flag,almost_constant_binary_flag,keep_as_binary_candidate_and_validate_predictive_value_later,bivariate_multivariate_and_modeling,no
cc_status_approved_count_max,binary_flag,binary_flag,float32,float32,71.73922233676193,65.83579517479075,2,1,99.99424659110522,0.005753408894770152,100.0,0.0,0.005753408894770152,0.0,99.99424659110522,0.0,100.0,False,False,0.0 | 1.0,credit_card_history,rare_or_near_constant_binary_flag,almost_constant_binary_flag,keep_as_binary_candidate_and_validate_predictive_value_later,bivariate_multivariate_and_modeling,no
cc_status_approved_count_mean,binary_flag,binary_flag,float32,float32,71.73922233676193,65.83579517479075,2,1,99.99424659110522,0.005753408894770152,100.0,0.0,0.005753408894770152,0.0,99.99424659110522,0.0,100.0,False,False,0.0 | 1.0,credit_card_history,rare_or_near_constant_binary_flag,almost_constant_binary_flag,keep_as_binary_candidate_and_validate_predictive_value_later,bivariate_multivariate_and_modeling,no
cc_status_approved_count_sum,binary_flag,binary_flag,float32,float32,71.73922233676193,65.83579517479075,2,1,99.99424659110522,0.005753408894770152,100.0,0.0,0.005753408894770152,0.0,99.99424659110522,0.0,100.0,False,False,0.0 | 1.0,credit_card_history,rare_or_near_constant_binary_flag,almost_constant_binary_flag,keep_as_binary_candidate_and_validate_predictive_value_later,bivariate_multivariate_and_modeling,no
cc_status_canceled_count_max,binary_flag,binary_flag,float32,float32,71.73922233676193,65.83579517479075,1,1,100.0,0.0,100.0,0.0,0.0,0.0,100.0,0.0,100.0,False,False,0.0,credit_card_history,rare_or_near_constant_binary_flag,almost_constant_binary_flag,keep_as_binary_candidate_and_validate_predictive_value_later,bivariate_multivariate_and_modeling,no
cc_status_canceled_count_mean,binary_flag,binary_flag,float32,float32,71.73922233676193,65.83579517479075,1,1,100.0,0.0,100.0,0.0,0.0,0.0,100.0,0.0,100.0,False,False,0.0,credit_card_history,rare_or_near_constant_binary_flag,almost_constant_binary_flag,keep_as_binary_candidate_and_validate_predictive_value_later,bivariate_multivariate_and_modeling,no
cc_status_canceled_count_sum,binary_flag,binary_flag,float32,float32,71.73922233676193,65.83579517479075,1,1,100.0,0.0,100.0,0.0,0.0,0.0,100.0,0.0,100.0,False,False,0.0,credit_card_history,rare_or_near_constant_binary_flag,almost_constant_binary_flag,keep_as_binary_candidate_and_validate_predictive_value_later,bivariate_multivariate_and_modeling,no
cc_status_canceled_ratio_max,binary_flag,binary_flag,float32,float32,71.73922233676193,65.83579517479075,1,1,100.0,0.0,100.0,0.0,0.0,0.0,100.0,0.0,100.0,False,False,0.0,credit_card_history,rare_or_near_constant_binary_flag,almost_constant_binary_flag,keep_as_binary_candidate_and_validate_predictive_value_later,bivariate_multivariate_and_modeling,no
cc_status_canceled_ratio_mean,binary_flag,binary_flag,float32,float32,71.73922233676193,65.83579517479075,1,1,100.0,0.0,100.0,0.0,0.0,0.0,100.0,0.0,100.0,False,False,0.0,credit_card_history,rare_or_near_constant_binary_flag,almost_constant_binary_flag,keep_as_binary_candidate_and_validate_predictive_value_later,bivariate_multivariate_and_modeling,no
cc_status_canceled_ratio_min,binary_flag,binary_flag,float32,float32,71.73922233676193,65.83579517479075,1,1,100.0,0.0,100.0,0.0,0.0,0.0,100.0,0.0,100.0,False,False,0.0,credit_card_history,rare_or_near_constant_binary_flag,almost_constant_binary_flag,keep_as_binary_candidate_and_validate_predictive_value_later,bivariate_multivariate_and_modeling,no
cc_status_refused_count_max,binary_flag,binary_flag,float32,float32,71.73922233676193,65.83579517479075,2,2,99.98389045509465,0.01610954490535642,99.98198522788687,0.01801477211313277,0.0019052272077763471,0.0,99.98389045509465,0.0,99.98198522788687,False,False,0.0 | 1.0,credit_card_history,rare_or_near_constant_binary_flag,almost_constant_binary_flag,keep_as_binary_candidate_and_validate_predictive_value_later,bivariate_multivariate_and_modeling,no
cc_status_refused_count_mean,binary_flag,binary_flag,float32,float32,71.73922233676193,65.83579517479075,2,2,99.98389045509465,0.01610954490535642,99.98198522788687,0.01801477211313277,0.0019052272077763471,0.0,99.98389045509465,0.0,99.98198522788687,False,False,0.0 | 1.0,credit_card_history,rare_or_near_constant_binary_flag,almost_constant_binary_flag,keep_as_binary_candidate_and_validate_predictive_value_later,bivariate_multivariate_and_modeling,no
cc_status_refused_count_sum,binary_flag,binary_flag,float32,float32,71.73922233676193,65.83579517479075,2,2,99.98389045509465,0.01610954490535642,99.98198522788687,0.01801477211313277,0.0019052272077763471,0.0,99.98389045509465,0.0,99.98198522788687,False,False,0.0 | 1.0,credit_card_history,rare_or_near_constant_binary_flag,almost_constant_binary_flag,keep_as_binary_candidate_and_validate_predictive_value_later,bivariate_multivariate_and_modeling,no
cc_status_sent_proposal_count_max,binary_flag,binary_flag,float32,float32,71.73922233676193,65.83579517479075,2,2,99.47068638168115,0.5293136183188539,99.68173902600132,0.3182609739986789,0.211052644320175,0.0,99.47068638168115,0.0,99.68173902600132,False,False,0.0 | 1.0,credit_card_history,rare_or_near_constant_binary_flag,near_constant_binary_flag,keep_as_binary_candidate_and_validate_predictive_value_later,bivariate_multivariate_and_modeling,no
cc_status_sent_proposal_count_sum,binary_flag,binary_flag,float32,float32,71.73922233676193,65.83579517479075,2,2,99.47068638168115,0.5293136183188539,99.68173902600132,0.3182609739986789,0.211052644320175,0.0,99.47068638168115,0.0,99.68173902600132,False,False,0.0 | 1.0,credit_card_history,rare_or_near_constant_binary_flag,near_constant_binary_flag,keep_as_binary_candidate_and_validate_predictive_value_later,bivariate_multivariate_and_modeling,no
inst_contract_with_due_day_shift_count,binary_flag,binary_flag,float32,float32,5.160140612856125,1.6412276382734285,2,2,99.93690916634378,0.06309083365621668,99.75179375938595,0.24820624061404972,0.18511540695783305,0.0,99.93690916634378,0.0,99.75179375938595,False,False,0.0 | 1.0,other,rare_or_near_constant_binary_flag,almost_constant_binary_flag,keep_as_binary_candidate_and_validate_predictive_value_later,bivariate_multivariate_and_modeling,no
inst_has_due_day_shift_count_max,binary_flag,binary_flag,float32,float32,5.160140612856125,1.6412276382734285,2,2,99.93690916634378,0.06309083365621668,99.75179375938595,0.24820624061404972,0.18511540695783305,0.0,99.93690916634378,0.0,99.75179375938595,False,False,0.0 | 1.0,other,rare_or_near_constant_binary_flag,almost_constant_binary_flag,keep_as_binary_candidate_and_validate_predictive_value_later,bivariate_multivariate_and_modeling,no
inst_has_due_day_shift_count_sum,binary_flag,binary_flag,float32,float32,5.160140612856125,1.6412276382734285,2,2,99.93690916634378,0.06309083365621668,99.75179375938595,0.24820624061404972,0.18511540695783305,0.0,99.93690916634378,0.0,99.75179375938595,False,False,0.0 | 1.0,other,rare_or_near_constant_binary_flag,almost_constant_binary_flag,keep_as_binary_candidate_and_validate_predictive_value_later,bivariate_multivariate_and_modeling,no
inst_latest_amount_shift_flag,binary_flag,binary_flag,float32,float32,5.160140612856125,1.6412276382734285,2,2,99.21993670343537,0.7800632965646356,99.17195060904388,0.8280493909561155,0.04798609439147994,0.0,99.21993670343537,0.0,99.17195060904388,False,False,0.0 | 1.0,other,rare_or_near_constant_binary_flag,near_constant_binary_flag,keep_as_binary_candidate_and_validate_predictive_value_later,bivariate_multivariate_and_modeling,no
inst_latest_due_day_shift_flag,binary_flag,binary_flag,float32,float32,5.160140612856125,1.6412276382734285,2,2,99.98079844193072,0.019201558069283337,99.97705656599366,0.02294343400634073,0.003741875937057392,0.0,99.98079844193072,0.0,99.97705656599366,False,False,0.0 | 1.0,other,rare_or_near_constant_binary_flag,almost_constant_binary_flag,keep_as_binary_candidate_and_validate_predictive_value_later,bivariate_multivariate_and_modeling,no
inst_latest_fully_paid_flag,binary_flag,binary_flag,float32,float32,5.160140612856125,1.6412276382734285,2,2,0.7330880562879959,99.266911943712,0.5652427832471216,99.43475721675287,0.16784527304086794,1.0,99.266911943712,1.0,99.43475721675287,False,False,1.0 | 0.0,other,rare_or_near_constant_binary_flag,near_constant_binary_flag,keep_as_binary_candidate_and_validate_predictive_value_later,bivariate_multivariate_and_modeling,no
inst_latest_fully_paid_flag_max,binary_flag,binary_flag,float32,float32,5.160140612856125,1.6412276382734285,2,2,0.13989706593335002,99.86010293406665,0.07508760220256966,99.92491239779743,0.06480946373078211,1.0,99.86010293406665,1.0,99.92491239779743,False,False,1.0 | 0.0,other,rare_or_near_constant_binary_flag,near_constant_binary_flag,keep_as_binary_candidate_and_validate_predictive_value_later,bivariate_multivariate_and_modeling,no
inst_latest_fully_paid_flag_min,binary_flag,binary_flag,float32,float32,5.160140612856125,1.6412276382734285,2,2,0.8801857064973271,99.11981429350267,0.730018354747205,99.2699816452528,0.1501673517501274,1.0,99.11981429350267,1.0,99.2699816452528,False,False,1.0 | 0.0,other,rare_or_near_constant_binary_flag,near_constant_binary_flag,keep_as_binary_candidate_and_validate_predictive_value_later,bivariate_multivariate_and_modeling,no
inst_latest_late_15plus_flag,binary_flag,binary_flag,float32,float32,5.160140612856125,1.6412276382734285,2,2,99.23810960660808,0.7618903933919209,99.50567328549975,0.49432671450025023,0.26756367889167065,0.0,99.23810960660808,0.0,99.50567328549975,False,False,0.0 | 1.0,other,rare_or_near_constant_binary_flag,near_constant_binary_flag,keep_as_binary_candidate_and_validate_predictive_value_later,bivariate_multivariate_and_modeling,no
inst_latest_late_30plus_flag,binary_flag,binary_flag,float32,float32,5.160140612856125,1.6412276382734285,2,2,99.59196689102772,0.4080331089722709,99.74345069247455,0.25654930752544636,0.15148380144682455,0.0,99.59196689102772,0.0,99.74345069247455,False,False,0.0 | 1.0,other,rare_or_near_constant_binary_flag,near_constant_binary_flag,keep_as_binary_candidate_and_validate_predictive_value_later,bivariate_multivariate_and_modeling,no
inst_latest_late_30plus_flag_min,binary_flag,binary_flag,float32,float32,5.160140612856125,1.6412276382734285,2,2,99.72157740799538,0.27842259200460834,99.82896712831636,0.1710328716836309,0.10738972032097743,0.0,99.72157740799538,0.0,99.82896712831636,False,False,0.0 | 1.0,other,rare_or_near_constant_binary_flag,near_constant_binary_flag,keep_as_binary_candidate_and_validate_predictive_value_later,bivariate_multivariate_and_modeling,no
